Soil	BESTF	VPL	VPC	KPL	KPC	rEP	pEP	fP2D	gB2D	VD	KD	YG	alpha	LCI	pEM	VM	KM	Qmax	KBA	Kdes	r0
Andisol	0.188	1.079	37.34	2.897	1	0.003	0.002	0.887	0.944	0.01	0.496	0.659	0.496	0.95	0.031	0.167	893.781	4.998	8.514	0.001	0.99
Andisol	0.188	1.081	38.083	2.79	1	0.003	0.002	0.891	0.942	0.01	0.496	0.654	0.496	0.95	0.032	0.155	904.029	4.998	8.543	0.001	0.99
Andisol	0.188	1.077	36.141	2.99	1	0.003	0.002	0.893	0.944	0.011	0.495	0.681	0.496	0.95	0.031	0.156	905.886	4.998	8.459	0.001	0.99
Andisol	0.188	0.813	40.268	96.428	1	0.007	0.027	0.874	0.925	0.009	0.5	0.63	0.5	0.95	0.062	0.478	975.584	3.954	15.802	0.001	0.986
Andisol	0.188	0.813	40.136	96.425	1.001	0.007	0.027	0.876	0.925	0.009	0.5	0.627	0.5	0.95	0.062	0.478	974.812	3.954	15.807	0.001	0.986
Andisol	0.188	0.813	40.15	96.439	1	0.007	0.027	0.877	0.928	0.009	0.5	0.626	0.5	0.95	0.062	0.477	973.702	3.953	15.827	0.001	0.986
Andisol	0.188	0.813	40.531	96.424	1.001	0.007	0.027	0.877	0.926	0.009	0.5	0.628	0.5	0.95	0.061	0.473	973.911	3.954	15.819	0.001	0.986
Andisol	0.188	0.813	41.023	96.448	1	0.007	0.027	0.876	0.924	0.009	0.5	0.632	0.5	0.95	0.061	0.476	973.75	3.956	15.8	0.001	0.986
Andisol	0.188	0.813	41.023	96.448	1	0.007	0.027	0.876	0.924	0.009	0.5	0.632	0.5	0.95	0.061	0.476	973.75	3.956	15.8	0.001	0.986
Andisol	0.188	0.813	41.154	96.45	1	0.007	0.027	0.878	0.924	0.009	0.5	0.634	0.5	0.95	0.061	0.475	973.348	3.957	15.808	0.001	0.986
Andisol	0.188	1.392	49.239	89.47	1.012	0.006	0.012	0.92	0.84	0.01	0.499	0.671	0.5	0.95	0.033	0.082	47.599	3.587	12.801	0.001	0.99
Andisol	0.188	1.388	49.209	89.055	1.011	0.006	0.012	0.924	0.838	0.01	0.499	0.669	0.5	0.95	0.034	0.079	43.602	3.678	12.779	0.001	0.99
Andisol	0.188	1.386	49.175	88.523	1.011	0.006	0.012	0.928	0.835	0.01	0.5	0.67	0.5	0.95	0.034	0.08	43.472	3.76	12.755	0.001	0.99
Andisol	0.188	1.382	49.137	88.28	1.011	0.006	0.012	0.928	0.836	0.01	0.499	0.669	0.5	0.95	0.035	0.08	42.669	3.868	12.753	0.001	0.99
Andisol	0.188	0.137	46.325	85.279	1.234	0.004	0.1	0.867	0.965	0.011	0.498	0.697	0.5	0.947	0.002	0.623	992.635	4.257	15.582	0.001	0.976
Andisol	0.188	0.101	32.06	99.952	1.03	0.003	0.098	0.934	0.996	0.008	0.497	0.622	0.497	0.95	0.006	1.756	998.872	4.832	11.701	0.001	0.99
Andisol	0.188	0.101	31.975	99.941	1.034	0.003	0.098	0.93	0.997	0.008	0.497	0.619	0.497	0.95	0.006	1.88	999.455	4.812	11.697	0.001	0.99
Andisol	0.188	0.101	31.972	99.927	1.038	0.003	0.098	0.931	0.999	0.008	0.497	0.622	0.497	0.95	0.006	1.984	999.566	4.786	11.699	0.001	0.99
Andisol	0.188	0.975	49.457	99.001	1.107	0.006	0.033	0.931	0.987	0.009	0.5	0.64	0.5	0.949	0.001	0.375	955.291	4.895	8.263	0.002	0.99
Andisol	0.188	0.975	49.848	99.243	1.108	0.006	0.034	0.931	0.986	0.009	0.5	0.642	0.5	0.949	0.001	0.375	955.333	4.894	8.398	0.002	0.99
Andisol	0.188	0.977	49.721	99.277	1.103	0.006	0.032	0.932	0.985	0.009	0.5	0.651	0.5	0.949	0.001	0.372	948.772	4.893	8.362	0.002	0.99
Andisol	0.188	0.976	49.78	99.427	1.108	0.006	0.032	0.931	0.985	0.009	0.5	0.651	0.5	0.949	0.001	0.372	949.215	4.891	8.447	0.002	0.99
Andisol	0.188	0.142	33.826	96.728	1.024	0.003	0.094	0.86	0.972	0.011	0.499	0.717	0.498	0.947	0.001	0.056	670.393	5	5.768	0.002	0.988
Andisol	0.188	0.142	34.115	96.311	1.025	0.003	0.094	0.861	0.959	0.011	0.499	0.72	0.498	0.947	0.001	0.063	685.53	5	5.715	0.002	0.988
Andisol	0.188	0.142	34.345	94.911	1.029	0.003	0.094	0.861	0.949	0.012	0.499	0.727	0.498	0.947	0.001	0.055	714.258	5	5.679	0.002	0.987
Andisol	0.188	0.1	30.524	99.056	1.095	0.004	0.08	0.941	0.803	0.012	0.499	0.722	0.498	0.949	0.033	0.544	910.752	4.744	2.824	0.003	0.982
Andisol	0.189	0.156	41.597	97.682	1.229	0.009	0.079	0.85	0.907	0.011	0.5	0.692	0.5	0.95	0.026	1.634	804.012	3.453	14.953	0.001	0.97
Andisol	0.189	0.158	39.924	96.931	1.275	0.009	0.075	0.839	0.936	0.011	0.5	0.704	0.5	0.95	0.024	1.686	805.032	3.545	15.223	0.001	0.97
Andisol	0.189	0.158	40.301	96.948	1.3	0.009	0.073	0.834	0.947	0.011	0.5	0.708	0.5	0.95	0.023	1.732	805.136	3.606	15.377	0.001	0.971
Andisol	0.189	0.649	49.333	94.955	1.202	0.004	0.014	0.921	0.744	0.013	0.5	0.745	0.499	0.95	0.018	0.646	995.207	4.137	2.06	0.004	0.99
Andisol	0.189	2.825	30.993	84.829	1.276	0.003	0.004	0.948	0.931	0.012	0.473	0.729	0.499	0.949	0.001	1.125	935.894	4.905	9.42	0.001	0.99
Andisol	0.189	2.825	30.963	83.798	1.279	0.003	0.004	0.949	0.928	0.012	0.474	0.729	0.499	0.949	0.001	1.131	936.839	4.935	9.422	0.001	0.989
Andisol	0.189	2.825	30.982	84.22	1.277	0.003	0.004	0.949	0.929	0.012	0.474	0.729	0.499	0.949	0.001	1.129	936.664	4.922	9.42	0.001	0.99
Andisol	0.189	2.825	30.978	84.238	1.277	0.003	0.004	0.949	0.93	0.012	0.474	0.729	0.499	0.949	0.001	1.13	936.543	4.931	9.42	0.001	0.99
Andisol	0.189	2.825	30.982	84.014	1.28	0.003	0.004	0.949	0.929	0.012	0.474	0.728	0.499	0.949	0.001	1.129	936.781	4.923	9.423	0.001	0.99
Andisol	0.189	0.836	35.719	48.606	1.087	0.005	0.016	0.899	0.969	0.009	0.499	0.634	0.499	0.95	0.029	0.085	216.933	4.9	15.882	0.001	0.977
Andisol	0.189	1.083	38.94	2.608	1	0.003	0.002	0.893	0.938	0.009	0.496	0.637	0.496	0.95	0.033	0.152	900.092	4.998	8.559	0.001	0.99
Andisol	0.189	1.082	38.422	2.71	1	0.003	0.002	0.893	0.937	0.009	0.496	0.65	0.496	0.95	0.032	0.15	903.243	4.998	8.487	0.001	0.99
Andisol	0.189	0.811	38.317	96.392	1.003	0.007	0.027	0.873	0.929	0.008	0.5	0.62	0.5	0.95	0.063	0.501	979.356	3.946	15.856	0.001	0.986
Andisol	0.189	0.811	38.217	96.447	1.003	0.007	0.027	0.875	0.935	0.008	0.5	0.616	0.5	0.95	0.063	0.498	976.9	3.946	15.854	0.001	0.986
Andisol	0.189	0.812	39.531	96.431	1.004	0.007	0.027	0.873	0.925	0.008	0.5	0.626	0.5	0.95	0.062	0.49	976.951	3.95	15.824	0.001	0.986
Andisol	0.189	1.398	49.28	89.561	1.011	0.006	0.012	0.915	0.838	0.01	0.499	0.674	0.5	0.95	0.032	0.084	58.139	3.456	12.84	0.001	0.988
Andisol	0.189	1.395	49.274	89.582	1.011	0.006	0.012	0.916	0.839	0.01	0.5	0.672	0.5	0.95	0.033	0.084	54.109	3.492	12.867	0.001	0.989
Andisol	0.189	1.395	49.26	89.615	1.011	0.006	0.012	0.919	0.839	0.01	0.499	0.672	0.5	0.95	0.032	0.083	50.719	3.499	12.888	0.001	0.989
Andisol	0.189	1.393	49.25	89.674	1.011	0.006	0.012	0.922	0.841	0.01	0.499	0.67	0.5	0.95	0.033	0.081	46.678	3.536	12.864	0.001	0.99
Andisol	0.189	1.391	49.243	89.425	1.013	0.006	0.012	0.923	0.841	0.01	0.499	0.67	0.5	0.95	0.033	0.081	44.845	3.561	12.908	0.001	0.989
Andisol	0.189	1.392	49.242	89.463	1.011	0.006	0.011	0.923	0.84	0.01	0.499	0.671	0.5	0.95	0.033	0.081	44.515	3.564	12.848	0.001	0.99
Andisol	0.189	0.144	46.219	86.219	1.17	0.004	0.1	0.864	0.966	0.01	0.498	0.674	0.5	0.947	0.003	0.755	991.204	4.169	15.628	0.001	0.977
Andisol	0.189	0.142	46.249	86.092	1.183	0.004	0.1	0.865	0.963	0.01	0.498	0.68	0.5	0.946	0.003	0.731	989.213	4.185	15.617	0.001	0.976
Andisol	0.189	0.142	46.265	85.89	1.189	0.004	0.1	0.866	0.962	0.01	0.498	0.682	0.5	0.946	0.003	0.716	989.794	4.189	15.615	0.001	0.976
Andisol	0.189	0.973	47.677	98.202	1.098	0.007	0.035	0.932	0.988	0.008	0.5	0.632	0.5	0.949	0.001	0.377	958.586	4.9	8.307	0.002	0.99
Andisol	0.189	0.975	48.805	98.818	1.1	0.007	0.034	0.933	0.986	0.008	0.5	0.638	0.5	0.949	0.001	0.376	956.912	4.899	8.283	0.002	0.99
Andisol	0.189	2.231	42	98.352	1	0.008	0.012	0.876	0.882	0.013	0.5	0.75	0.5	0.95	0.047	0.092	968.377	4.991	3.678	0.003	0.975
Andisol	0.189	2.23	42.118	98.328	1	0.008	0.012	0.873	0.896	0.013	0.5	0.751	0.5	0.95	0.047	0.092	967.851	4.981	3.715	0.003	0.978
Andisol	0.189	2.231	42.129	98.319	1	0.008	0.012	0.873	0.896	0.013	0.5	0.752	0.5	0.95	0.047	0.093	967.93	4.973	3.741	0.003	0.974
Andisol	0.189	2.23	42.087	98.294	1	0.008	0.012	0.872	0.9	0.014	0.5	0.758	0.5	0.95	0.046	0.093	967.495	4.989	3.741	0.003	0.971
Andisol	0.189	2.23	42.11	98.266	1	0.008	0.012	0.872	0.9	0.014	0.5	0.762	0.5	0.95	0.046	0.093	967.26	4.984	3.746	0.003	0.968
Andisol	0.189	2.23	41.994	98.257	1	0.008	0.011	0.872	0.9	0.014	0.5	0.765	0.5	0.95	0.046	0.093	967.278	4.999	3.715	0.003	0.968
Andisol	0.189	2.23	42.033	98.252	1	0.008	0.011	0.873	0.896	0.014	0.5	0.766	0.5	0.95	0.046	0.093	967.478	4.991	3.713	0.003	0.969
Andisol	0.189	2.229	41.996	98.189	1	0.008	0.011	0.872	0.903	0.015	0.5	0.774	0.5	0.95	0.045	0.093	967.167	4.993	3.728	0.003	0.963
Andisol	0.189	0.142	33.566	97.18	1.019	0.003	0.094	0.859	0.982	0.011	0.499	0.703	0.498	0.947	0.001	0.092	636.321	4.999	5.81	0.002	0.988
Andisol	0.189	0.142	33.545	97.055	1.023	0.003	0.094	0.861	0.979	0.011	0.499	0.708	0.498	0.947	0.001	0.071	650.679	5	5.798	0.002	0.988
Andisol	0.189	0.142	33.545	97.055	1.023	0.003	0.094	0.861	0.979	0.011	0.499	0.708	0.498	0.947	0.001	0.071	650.679	5	5.798	0.002	0.988
Andisol	0.189	0.1	31.655	98.39	1.058	0.004	0.081	0.954	0.75	0.011	0.499	0.713	0.499	0.95	0.033	0.515	900.844	4.512	2.529	0.003	0.985
Andisol	0.19	0.156	41.89	98.1	1.2	0.009	0.08	0.846	0.883	0.01	0.5	0.686	0.5	0.95	0.027	1.613	804.049	3.394	14.752	0.001	0.971
Andisol	0.19	0.157	39.865	97.612	1.182	0.009	0.081	0.852	0.89	0.011	0.5	0.688	0.5	0.95	0.027	1.596	808.552	3.375	14.801	0.001	0.97
Andisol	0.19	0.65	49.79	93.601	1.305	0.004	0.015	0.927	0.716	0.012	0.5	0.736	0.499	0.95	0.018	0.667	883.361	4.162	1.801	0.005	0.99
Andisol	0.19	0.65	49.724	93.593	1.284	0.004	0.015	0.931	0.718	0.013	0.5	0.739	0.499	0.95	0.018	0.665	905.599	4.154	1.821	0.005	0.99
Andisol	0.19	0.65	49.772	93.644	1.284	0.004	0.015	0.927	0.721	0.012	0.5	0.738	0.499	0.95	0.018	0.663	909.858	4.147	1.809	0.005	0.99
Andisol	0.19	0.65	49.592	93.979	1.258	0.004	0.015	0.934	0.721	0.013	0.5	0.744	0.499	0.95	0.018	0.662	945.129	4.135	1.86	0.005	0.99
Andisol	0.19	0.65	49.573	94.152	1.238	0.004	0.015	0.931	0.725	0.013	0.5	0.746	0.499	0.95	0.018	0.656	982.664	4.122	1.88	0.005	0.99
Andisol	0.19	0.65	49.549	94.36	1.241	0.004	0.014	0.92	0.731	0.012	0.5	0.742	0.499	0.95	0.018	0.653	971.599	4.135	1.932	0.005	0.99
Andisol	0.19	2.825	30.972	86.113	1.257	0.003	0.004	0.944	0.935	0.012	0.471	0.734	0.5	0.949	0.001	1.125	934.904	4.963	9.422	0.001	0.99
Andisol	0.19	2.825	30.958	84.21	1.28	0.003	0.004	0.949	0.931	0.012	0.474	0.727	0.499	0.949	0.001	1.122	936.099	4.88	9.424	0.001	0.99
Andisol	0.19	2.825	30.958	84.21	1.28	0.003	0.004	0.949	0.931	0.012	0.474	0.727	0.499	0.949	0.001	1.122	936.099	4.88	9.424	0.001	0.99
Andisol	0.19	2.825	30.98	83.868	1.283	0.003	0.004	0.949	0.929	0.012	0.474	0.727	0.499	0.949	0.001	1.127	936.561	4.898	9.424	0.001	0.99
Andisol	0.19	0.834	34.547	49.614	1.048	0.005	0.017	0.9	0.964	0.009	0.499	0.632	0.499	0.95	0.027	0.083	215.158	4.943	15.899	0.001	0.977
Andisol	0.19	0.836	34.905	49.604	1.056	0.005	0.016	0.9	0.967	0.009	0.499	0.634	0.5	0.95	0.027	0.086	213.805	4.895	15.866	0.001	0.976
Andisol	0.19	0.834	35.052	48.902	1.038	0.005	0.016	0.899	0.967	0.009	0.499	0.638	0.499	0.95	0.029	0.085	216.149	4.951	15.879	0.001	0.977
Andisol	0.19	0.141	49.79	74.776	1.325	0.003	0.068	0.988	0.735	0.011	0.499	0.712	0.498	0.95	0.002	1.919	616.782	4.995	4.117	0.002	0.989
Andisol	0.19	0.142	49.805	75.156	1.308	0.003	0.068	0.988	0.744	0.011	0.499	0.708	0.498	0.95	0.002	1.826	619.266	4.995	4.257	0.002	0.989
Andisol	0.19	0.142	49.801	75.253	1.316	0.003	0.068	0.988	0.742	0.011	0.499	0.709	0.498	0.95	0.002	1.865	614.801	4.996	4.171	0.002	0.989
Andisol	0.19	0.142	49.81	75.82	1.319	0.003	0.067	0.988	0.744	0.011	0.499	0.709	0.498	0.95	0.002	1.856	600.696	4.996	4.184	0.002	0.989
Andisol	0.19	0.141	49.846	77.023	1.327	0.003	0.063	0.988	0.768	0.011	0.499	0.708	0.498	0.95	0.002	1.823	570.828	4.996	4.235	0.002	0.989
Andisol	0.19	0.141	49.834	77.561	1.34	0.003	0.063	0.988	0.759	0.011	0.499	0.709	0.498	0.95	0.002	1.897	554.511	4.999	4.065	0.002	0.989
Andisol	0.19	0.141	49.865	78.402	1.335	0.003	0.061	0.988	0.775	0.011	0.499	0.707	0.498	0.95	0.002	1.818	538.282	4.998	4.212	0.002	0.989
Andisol	0.19	0.141	49.842	77.662	1.339	0.003	0.062	0.988	0.764	0.011	0.499	0.709	0.498	0.95	0.002	1.882	548.413	4.999	4.121	0.002	0.989
Andisol	0.19	0.141	49.847	77.558	1.331	0.003	0.063	0.988	0.765	0.011	0.499	0.709	0.498	0.95	0.002	1.844	557.777	4.999	4.16	0.002	0.989
Andisol	0.19	0.141	49.86	78.071	1.333	0.003	0.061	0.988	0.772	0.011	0.499	0.708	0.498	0.95	0.002	1.832	540.179	5	4.218	0.002	0.989
Andisol	0.19	1.088	40.479	2.431	1	0.003	0.002	0.895	0.934	0.008	0.496	0.617	0.497	0.95	0.032	0.138	900.515	4.998	8.514	0.001	0.99
Andisol	0.19	0.81	36.438	96.434	1.004	0.006	0.026	0.875	0.944	0.008	0.5	0.609	0.5	0.95	0.063	0.505	978.682	3.942	15.902	0.001	0.987
Andisol	0.19	1.4	49.275	89.702	1.013	0.006	0.012	0.909	0.838	0.01	0.499	0.676	0.5	0.95	0.032	0.086	60.985	3.434	12.715	0.001	0.985
Andisol	0.19	0.362	46.73	98.222	1.503	0.008	0.1	0.931	0.899	0.01	0.499	0.684	0.5	0.95	0.002	1.511	990.799	5	6.083	0.002	0.933
Andisol	0.19	0.153	46.172	86.668	1.171	0.004	0.1	0.862	0.969	0.009	0.498	0.661	0.5	0.947	0.003	0.773	980.859	4.101	15.662	0.001	0.978
Andisol	0.19	0.147	46.214	85.833	1.185	0.004	0.1	0.863	0.967	0.009	0.498	0.667	0.5	0.947	0.003	0.745	989.077	4.121	15.642	0.001	0.977
Andisol	0.19	0.1	32.181	99.92	1.03	0.002	0.098	0.944	0.995	0.008	0.497	0.596	0.499	0.95	0.006	1.751	993.906	4.907	11.708	0.001	0.99
Andisol	0.19	0.1	31.903	99.862	1.044	0.003	0.097	0.933	0.999	0.008	0.496	0.606	0.498	0.95	0.006	1.988	995.445	4.833	11.704	0.001	0.99
Andisol	0.19	0.97	44.552	97.158	1.095	0.007	0.037	0.934	0.99	0.008	0.499	0.616	0.5	0.949	0.001	0.381	967.874	4.91	8.992	0.002	0.99
Andisol	0.19	2.231	41.964	98.412	1	0.008	0.014	0.883	0.839	0.013	0.5	0.736	0.5	0.95	0.049	0.089	969.577	4.971	3.633	0.003	0.975
Andisol	0.19	2.23	41.939	98.392	1	0.008	0.013	0.88	0.848	0.013	0.5	0.739	0.5	0.95	0.049	0.089	968.652	4.979	3.622	0.003	0.973
Andisol	0.19	2.23	41.939	98.392	1	0.008	0.013	0.88	0.848	0.013	0.5	0.739	0.5	0.95	0.049	0.089	968.652	4.979	3.622	0.003	0.973
Andisol	0.19	2.231	42.108	98.46	1	0.008	0.014	0.881	0.849	0.013	0.5	0.737	0.5	0.95	0.049	0.089	968.785	4.992	3.664	0.003	0.977
Andisol	0.19	2.231	41.988	98.396	1	0.008	0.013	0.879	0.866	0.013	0.5	0.746	0.5	0.95	0.048	0.09	968.749	4.999	3.643	0.003	0.977
Andisol	0.19	0.141	33.469	98.237	1.038	0.003	0.094	0.861	0.972	0.01	0.499	0.688	0.498	0.946	0.001	0.196	626.492	4.999	5.767	0.002	0.989
Andisol	0.19	0.142	33.198	97.672	1.029	0.003	0.094	0.864	0.987	0.01	0.499	0.698	0.498	0.947	0.001	0.109	618.568	5	5.831	0.002	0.989
Andisol	0.19	0.1	31.343	98.005	1.021	0.004	0.082	0.962	0.716	0.011	0.5	0.709	0.5	0.95	0.033	0.495	893.694	4.364	2.314	0.004	0.99
Andisol	0.19	0.1	30.646	98.306	1.046	0.004	0.082	0.955	0.742	0.011	0.5	0.713	0.499	0.949	0.033	0.51	898.487	4.442	2.416	0.004	0.986
Andisol	0.191	0.651	49.899	92.317	1.383	0.004	0.015	0.909	0.683	0.011	0.5	0.719	0.5	0.95	0.018	0.671	765.151	4.102	1.707	0.005	0.99
Andisol	0.191	0.651	49.819	92.258	1.383	0.004	0.015	0.909	0.679	0.012	0.5	0.719	0.5	0.95	0.018	0.672	766.841	4.098	1.717	0.005	0.99
Andisol	0.191	0.651	49.879	92.469	1.38	0.004	0.015	0.916	0.688	0.012	0.5	0.72	0.5	0.95	0.018	0.674	763.275	4.125	1.745	0.005	0.99
Andisol	0.191	0.651	49.886	92.633	1.376	0.004	0.015	0.917	0.691	0.012	0.5	0.72	0.5	0.95	0.018	0.674	762.922	4.134	1.759	0.005	0.99
Andisol	0.191	0.651	49.881	92.895	1.355	0.004	0.015	0.92	0.701	0.012	0.5	0.725	0.5	0.95	0.018	0.672	800.801	4.152	1.762	0.005	0.99
Andisol	0.191	2.825	31.042	87.038	1.205	0.003	0.004	0.941	0.917	0.013	0.471	0.741	0.499	0.949	0.001	1.081	940.381	4.848	9.453	0.001	0.973
Andisol	0.191	2.825	30.956	86.626	1.229	0.003	0.004	0.941	0.933	0.012	0.47	0.736	0.499	0.949	0.001	1.106	935.519	4.946	9.439	0.001	0.985
Andisol	0.191	2.825	31.091	87.374	1.217	0.003	0.004	0.942	0.926	0.012	0.471	0.736	0.499	0.949	0.001	1.08	938.077	4.797	9.455	0.001	0.979
Andisol	0.191	0.828	33.869	50.417	1.046	0.005	0.018	0.899	0.96	0.009	0.5	0.626	0.499	0.949	0.024	0.078	213.446	4.967	15.921	0.001	0.977
Andisol	0.191	0.143	49.798	75.261	1.286	0.003	0.07	0.988	0.74	0.011	0.499	0.7	0.498	0.95	0.002	1.737	634.797	4.996	4.374	0.002	0.989
Andisol	0.191	0.143	49.798	75.261	1.286	0.003	0.07	0.988	0.74	0.011	0.499	0.7	0.498	0.95	0.002	1.737	634.797	4.996	4.374	0.002	0.989
Andisol	0.191	0.142	49.787	74.685	1.315	0.003	0.069	0.988	0.731	0.011	0.499	0.711	0.498	0.95	0.002	1.887	628.641	4.996	4.129	0.002	0.989
Andisol	0.191	1.09	42.046	2.135	1	0.002	0.002	0.901	0.929	0.008	0.497	0.588	0.497	0.95	0.032	0.13	907.208	4.998	8.745	0.001	0.99
Andisol	0.191	0.809	34.831	96.442	1.012	0.006	0.026	0.873	0.941	0.008	0.5	0.601	0.5	0.95	0.064	0.519	978.955	3.939	15.882	0.001	0.987
Andisol	0.191	0.809	34.831	96.442	1.012	0.006	0.026	0.873	0.941	0.008	0.5	0.601	0.5	0.95	0.064	0.519	978.955	3.939	15.882	0.001	0.987
Andisol	0.191	1.409	49.348	87.422	1.005	0.007	0.014	0.915	0.823	0.01	0.497	0.674	0.5	0.95	0.037	0.085	99.599	3.363	12.904	0.001	0.967
Andisol	0.191	1.407	49.324	88.02	1.007	0.007	0.013	0.912	0.827	0.01	0.497	0.676	0.5	0.95	0.035	0.085	88.178	3.374	12.814	0.001	0.973
Andisol	0.191	1.403	49.281	89.299	1.013	0.007	0.013	0.905	0.834	0.01	0.499	0.678	0.5	0.95	0.033	0.087	71.836	3.411	12.683	0.001	0.981
Andisol	0.191	1.4	49.298	89.006	1.013	0.006	0.013	0.912	0.836	0.01	0.499	0.677	0.5	0.95	0.033	0.086	72.099	3.428	12.819	0.001	0.984
Andisol	0.191	0.158	46.107	86.956	1.098	0.004	0.1	0.855	0.977	0.008	0.498	0.636	0.5	0.946	0.003	0.878	995.611	4.028	15.69	0.001	0.979
Andisol	0.191	0.154	46.144	86.779	1.125	0.004	0.1	0.858	0.973	0.009	0.498	0.647	0.5	0.946	0.003	0.842	991.165	4.085	15.672	0.001	0.978
Andisol	0.191	0.1	32.156	99.878	1.036	0.002	0.098	0.94	0.996	0.008	0.496	0.6	0.499	0.95	0.006	1.792	993.299	4.897	11.709	0.001	0.99
Andisol	0.191	0.967	44.245	97.078	1.091	0.007	0.039	0.932	0.991	0.008	0.499	0.608	0.5	0.949	0.001	0.382	972.021	4.917	9.023	0.002	0.99
Andisol	0.191	2.69	49.811	98.878	1.047	0.01	0.004	0.945	0.954	0.007	0.5	0.596	0.5	0.95	0.072	0.508	295.414	4.971	7.198	0.002	0.982
Andisol	0.191	2.69	49.767	98.635	1.038	0.01	0.005	0.949	0.943	0.007	0.5	0.599	0.5	0.95	0.073	0.483	294.173	4.972	7.199	0.002	0.982
Andisol	0.191	2.69	49.725	98.116	1.025	0.01	0.005	0.946	0.945	0.007	0.5	0.599	0.5	0.95	0.073	0.486	295.761	4.972	7.201	0.002	0.982
Andisol	0.191	2.23	42.217	98.515	1	0.008	0.014	0.881	0.827	0.013	0.5	0.728	0.5	0.95	0.05	0.088	968.676	4.924	3.667	0.003	0.975
Andisol	0.191	0.181	43.915	36.97	1.084	0.004	0.044	0.974	0.853	0.01	0.48	0.699	0.5	0.95	0.011	0.05	509.318	4.504	8.374	0.001	0.971
Andisol	0.191	0.181	43.92	37.722	1.111	0.004	0.044	0.974	0.854	0.011	0.48	0.699	0.5	0.95	0.011	0.05	509.502	4.503	8.367	0.001	0.971
Andisol	0.191	0.181	43.75	37.796	1.08	0.004	0.044	0.974	0.855	0.011	0.48	0.7	0.5	0.95	0.011	0.05	509.217	4.501	8.348	0.001	0.971
Andisol	0.191	0.181	43.769	36.603	1.057	0.004	0.043	0.974	0.855	0.01	0.481	0.7	0.5	0.95	0.011	0.05	509.017	4.503	8.378	0.001	0.973
Andisol	0.191	0.181	43.667	36.362	1.016	0.004	0.043	0.974	0.855	0.01	0.481	0.7	0.5	0.95	0.011	0.05	509.09	4.505	8.359	0.001	0.972
Andisol	0.191	0.181	43.637	36.865	1.035	0.004	0.043	0.974	0.855	0.011	0.481	0.702	0.5	0.95	0.011	0.05	509.225	4.506	8.345	0.001	0.971
Andisol	0.191	0.141	33.515	98.684	1.039	0.003	0.094	0.861	0.97	0.01	0.499	0.683	0.498	0.946	0.001	0.244	618.663	4.998	5.753	0.002	0.989
Andisol	0.191	0.1	31.592	97.907	1.02	0.004	0.083	0.963	0.695	0.011	0.5	0.707	0.5	0.95	0.033	0.502	892.015	4.256	2.111	0.004	0.976
Andisol	0.191	0.1	31.908	97.937	1.026	0.004	0.083	0.962	0.699	0.011	0.5	0.709	0.5	0.95	0.033	0.513	895.983	4.26	2.224	0.004	0.972
Andisol	0.192	0.154	40.693	98.508	1.11	0.008	0.086	0.861	0.834	0.01	0.5	0.666	0.5	0.95	0.03	1.499	795.531	3.183	14.377	0.001	0.973
Andisol	0.192	0.651	49.667	92.448	1.388	0.004	0.015	0.915	0.662	0.011	0.5	0.715	0.5	0.95	0.018	0.678	756.149	4.048	1.702	0.005	0.99
Andisol	0.192	0.651	49.702	91.927	1.386	0.004	0.015	0.909	0.672	0.011	0.5	0.72	0.5	0.95	0.018	0.67	756.694	4.092	1.717	0.005	0.99
Andisol	0.192	0.651	49.819	92.069	1.389	0.004	0.015	0.909	0.677	0.011	0.5	0.719	0.5	0.95	0.018	0.672	760.083	4.096	1.706	0.005	0.99
Andisol	0.192	2.825	31.1	84.79	1.187	0.003	0.004	0.943	0.914	0.013	0.472	0.736	0.497	0.949	0.001	1.049	941.351	4.757	9.516	0.001	0.97
Andisol	0.192	2.825	31.101	84.924	1.196	0.003	0.004	0.944	0.917	0.013	0.473	0.732	0.498	0.949	0.001	1.048	940.741	4.711	9.509	0.001	0.972
Andisol	0.192	0.145	49.82	76.198	1.223	0.003	0.073	0.988	0.752	0.01	0.499	0.68	0.498	0.95	0.002	1.424	652.143	4.995	4.856	0.002	0.989
Andisol	0.192	1.415	49.446	86.482	1.038	0.007	0.015	0.907	0.816	0.01	0.496	0.667	0.499	0.95	0.038	0.082	127.821	3.313	12.797	0.001	0.955
Andisol	0.192	1.415	49.442	86.399	1.01	0.007	0.015	0.908	0.817	0.01	0.496	0.668	0.499	0.95	0.039	0.082	125.834	3.314	12.742	0.001	0.954
Andisol	0.192	1.415	49.451	86.59	1.009	0.007	0.015	0.905	0.817	0.01	0.496	0.668	0.5	0.95	0.038	0.081	128.332	3.317	12.717	0.001	0.955
Andisol	0.192	1.415	49.443	86.627	1.011	0.007	0.015	0.905	0.818	0.01	0.496	0.669	0.5	0.95	0.038	0.081	126.493	3.321	12.734	0.001	0.956
Andisol	0.192	1.415	49.433	86.414	1.003	0.007	0.015	0.907	0.818	0.01	0.496	0.67	0.5	0.95	0.039	0.083	125.527	3.319	12.734	0.001	0.956
Andisol	0.192	1.414	49.416	86.507	1.005	0.007	0.015	0.911	0.819	0.01	0.496	0.67	0.5	0.95	0.039	0.083	120.035	3.32	12.76	0.001	0.957
Andisol	0.192	1.413	49.416	86.589	1.001	0.007	0.015	0.909	0.819	0.01	0.496	0.671	0.5	0.95	0.039	0.083	120.247	3.327	12.772	0.001	0.959
