OBJ_Critical= 0.80  0.56

      fOBJ            LF0             r0            VP1            VP2             VM            KP1            KP2             KM           Qmax            Kba           Kdes             rE            pEP           fpEM             fD             gD             Vg          alpha             KD             Yg           Ygsl           wdie          gamma           beta          WPA2D            tau          wdorm
 0.563         0.90000000     0.31023202    19.34903414     2.00000000     2.00000000   100.00000000     6.00000000   492.00000000     2.50000000     6.00000000     0.00600000     0.00093214     0.04961926     2.29076645     0.99693474     0.52865836     0.02682849     0.41568928     0.31263661     0.59766465     0.00730000     4.00000000     1.50761771     0.00100000     0.07000000     0.25000000     4.00000000
 0.563         0.90000000     0.30924060    19.34414391     2.00000000     2.00000000   100.00000000     6.00000000   492.00000000     2.50000000     6.00000000     0.00600000     0.00095356     0.04983021     2.28217151     0.99795847     0.52965037     0.02713353     0.41129158     0.31332667     0.59690526     0.00730000     4.00000000     1.45513853     0.00100000     0.07000000     0.25000000     4.00000000
 0.564         0.90000000     0.31128754    19.30403900     2.00000000     2.00000000   100.00000000     6.00000000   492.00000000     2.50000000     6.00000000     0.00600000     0.00095201     0.04978579     2.32616300     0.99765958     0.53586779     0.02675947     0.41335003     0.31047453     0.59581598     0.00730000     4.00000000     1.51288461     0.00100000     0.07000000     0.25000000     4.00000000
 0.564         0.90000000     0.30915637    19.28815555     2.00000000     2.00000000   100.00000000     6.00000000   492.00000000     2.50000000     6.00000000     0.00600000     0.00089652     0.04976235     2.34454258     0.99761905     0.54717244     0.02681608     0.41456224     0.30861232     0.59770824     0.00730000     4.00000000     1.52500341     0.00100000     0.07000000     0.25000000     4.00000000
 0.564         0.90000000     0.30892122    19.37469528     2.00000000     2.00000000   100.00000000     6.00000000   492.00000000     2.50000000     6.00000000     0.00600000     0.00093692     0.04978990     2.37976575     0.99627580     0.53291787     0.02683619     0.41382962     0.31015847     0.59546553     0.00730000     4.00000000     1.55304696     0.00100000     0.07000000     0.25000000     4.00000000
 0.564         0.90000000     0.31242584    19.33823217     2.00000000     2.00000000   100.00000000     6.00000000   492.00000000     2.50000000     6.00000000     0.00600000     0.00096113     0.04980481     2.34897151     0.99673240     0.53300376     0.02699246     0.41439100     0.31466386     0.59611522     0.00730000     4.00000000     1.48780912     0.00100000     0.07000000     0.25000000     4.00000000
 0.564         0.90000000     0.31389323    19.27327657     2.00000000     2.00000000   100.00000000     6.00000000   492.00000000     2.50000000     6.00000000     0.00600000     0.00099439     0.04989565     2.21420193     0.99813750     0.54723085     0.02645867     0.41268646     0.31054421     0.59310067     0.00730000     4.00000000     1.45967846     0.00100000     0.07000000     0.25000000     4.00000000
 0.564         0.90000000     0.30951502    19.32183508     2.00000000     2.00000000   100.00000000     6.00000000   492.00000000     2.50000000     6.00000000     0.00600000     0.00091413     0.04960410     2.30893298     0.99710444     0.54026058     0.02692377     0.41460111     0.31481358     0.59646595     0.00730000     4.00000000     1.53036530     0.00100000     0.07000000     0.25000000     4.00000000
 0.564         0.90000000     0.31215055    19.10896578     2.00000000     2.00000000   100.00000000     6.00000000   492.00000000     2.50000000     6.00000000     0.00600000     0.00097941     0.04983849     2.13896188     0.99893758     0.55280853     0.02634354     0.41730256     0.31126995     0.59144069     0.00730000     4.00000000     1.42583094     0.00100000     0.07000000     0.25000000     4.00000000
 0.564         0.90000000     0.30791857    19.28815555     2.00000000     2.00000000   100.00000000     6.00000000   492.00000000     2.50000000     6.00000000     0.00600000     0.00095548     0.04976235     2.41767858     0.99761905     0.52853604     0.02681608     0.41448474     0.30861232     0.59770824     0.00730000     4.00000000     1.58732639     0.00100000     0.07000000     0.25000000     4.00000000
 0.564         0.90000000     0.30718697    19.26456695     2.00000000     2.00000000   100.00000000     6.00000000   492.00000000     2.50000000     6.00000000     0.00600000     0.00090852     0.04962339     2.08514495     0.99685014     0.49871836     0.02585855     0.42045647     0.30274711     0.59267746     0.00730000     4.00000000     1.52890097     0.00100000     0.07000000     0.25000000     4.00000000
 0.564         0.90000000     0.31136969    19.27781767     2.00000000     2.00000000   100.00000000     6.00000000   492.00000000     2.50000000     6.00000000     0.00600000     0.00091884     0.04975988     2.15359257     0.99728827     0.52033785     0.02624328     0.41473716     0.30800399     0.59285171     0.00730000     4.00000000     1.49719237     0.00100000     0.07000000     0.25000000     4.00000000
 0.564         0.90000000     0.30929820    19.26778872     2.00000000     2.00000000   100.00000000     6.00000000   492.00000000     2.50000000     6.00000000     0.00600000     0.00092389     0.04975351     2.12084930     0.99749542     0.51609704     0.02612931     0.41670841     0.30786613     0.59119239     0.00730000     4.00000000     1.49527819     0.00100000     0.07000000     0.25000000     4.00000000
 0.564         0.90000000     0.32101147    19.28852114     2.00000000     2.00000000   100.00000000     6.00000000   492.00000000     2.50000000     6.00000000     0.00600000     0.00109154     0.04993663     2.44226535     0.99799329     0.55735291     0.02678514     0.40851060     0.31098251     0.59696004     0.00730000     4.00000000     1.51694605     0.00100000     0.07000000     0.25000000     4.00000000
 0.564         0.90000000     0.31152883    19.38654204     2.00000000     2.00000000   100.00000000     6.00000000   492.00000000     2.50000000     6.00000000     0.00600000     0.00097690     0.04996721     2.23446351     0.99637458     0.48939348     0.02632396     0.41345409     0.30842109     0.59146548     0.00730000     4.00000000     1.45196643     0.00100000     0.07000000     0.25000000     4.00000000
 0.564         0.90000000     0.31546276    19.48773046     2.00000000     2.00000000   100.00000000     6.00000000   492.00000000     2.50000000     6.00000000     0.00600000     0.00091614     0.04994588     2.21290541     0.99608799     0.54598352     0.02729476     0.41000894     0.32078806     0.59639889     0.00730000     4.00000000     1.36535298     0.00100000     0.07000000     0.25000000     4.00000000
 0.564         0.90000000     0.31024093    19.32850864     2.00000000     2.00000000   100.00000000     6.00000000   492.00000000     2.50000000     6.00000000     0.00600000     0.00089668     0.04988332     2.20135315     0.99755894     0.50428816     0.02639785     0.41447554     0.30948172     0.59623964     0.00730000     4.00000000     1.49474607     0.00100000     0.07000000     0.25000000     4.00000000
 0.564         0.90000000     0.30846773    19.12545407     2.00000000     2.00000000   100.00000000     6.00000000   492.00000000     2.50000000     6.00000000     0.00600000     0.00101216     0.04984618     2.24633160     0.99878263     0.57500588     0.02666642     0.41487196     0.31354757     0.59165353     0.00730000     4.00000000     1.44456028     0.00100000     0.07000000     0.25000000     4.00000000
 0.564         0.90000000     0.32294993    19.39044422     2.00000000     2.00000000   100.00000000     6.00000000   492.00000000     2.50000000     6.00000000     0.00600000     0.00087997     0.04988133     2.39681510     0.99677705     0.52564184     0.02715354     0.40858761     0.31692835     0.59582400     0.00730000     4.00000000     1.44351636     0.00100000     0.07000000     0.25000000     4.00000000
 0.564         0.90000000     0.29103619    19.13039966     2.00000000     2.00000000   100.00000000     6.00000000   492.00000000     2.50000000     6.00000000     0.00600000     0.00085312     0.04923624     2.30851929     0.99630168     0.51515166     0.02607405     0.42663788     0.29915530     0.59348029     0.00730000     4.00000000     1.71771464     0.00100000     0.07000000     0.25000000     4.00000000
 0.563         0.90000000     0.31705044    19.36457933     2.00000000     2.00000000   100.00000000     6.00000000   492.00000000     2.50000000     6.00000000     0.00600000     0.00095455     0.04979420     2.41284110     0.99752934     0.55005008     0.02729551     0.40991676     0.31532089     0.59960569     0.00730000     4.00000000     1.46754256     0.00100000     0.07000000     0.25000000     4.00000000
 0.563         0.90000000     0.31680414    19.36267395     2.00000000     2.00000000   100.00000000     6.00000000   492.00000000     2.50000000     6.00000000     0.00600000     0.00099352     0.04996445     2.26582973     0.99743589     0.53441191     0.02724026     0.40952890     0.31788931     0.59720190     0.00730000     4.00000000     1.37461773     0.00100000     0.07000000     0.25000000     4.00000000
 0.563         0.90000000     0.31866808    19.38208746     2.00000000     2.00000000   100.00000000     6.00000000   492.00000000     2.50000000     6.00000000     0.00600000     0.00093744     0.04979092     2.32208420     0.99735274     0.53499886     0.02724458     0.40907538     0.31670566     0.59924511     0.00730000     4.00000000     1.42139486     0.00100000     0.07000000     0.25000000     4.00000000
 0.563         0.90000000     0.31799609    19.36267395     2.00000000     2.00000000   100.00000000     6.00000000   492.00000000     2.50000000     6.00000000     0.00600000     0.00098438     0.04996445     2.31375300     0.99743589     0.55461296     0.02724026     0.40879503     0.31788931     0.59614018     0.00730000     4.00000000     1.37461773     0.00100000     0.07000000     0.25000000     4.00000000
 0.563         0.90000000     0.31722945    19.42584616     2.00000000     2.00000000   100.00000000     6.00000000   492.00000000     2.50000000     6.00000000     0.00600000     0.00099477     0.04999624     2.24262447     0.99676757     0.52994456     0.02725273     0.40788478     0.32083781     0.59444283     0.00730000     4.00000000     1.36070297     0.00100000     0.07000000     0.25000000     4.00000000
 0.563         0.90000000     0.31440080    19.39197415     2.00000000     2.00000000   100.00000000     6.00000000   492.00000000     2.50000000     6.00000000     0.00600000     0.00094982     0.04990677     2.28581701     0.99688745     0.54063941     0.02713052     0.41070095     0.31670068     0.59635786     0.00730000     4.00000000     1.42372919     0.00100000     0.07000000     0.25000000     4.00000000
 0.563         0.90000000     0.31380936    19.35458741     2.00000000     2.00000000   100.00000000     6.00000000   492.00000000     2.50000000     6.00000000     0.00600000     0.00096394     0.04986075     2.33048438     0.99689069     0.53711885     0.02704374     0.41230370     0.31542314     0.59606362     0.00730000     4.00000000     1.45979898     0.00100000     0.07000000     0.25000000     4.00000000
 0.563         0.90000000     0.31660145    19.34414391     2.00000000     2.00000000   100.00000000     6.00000000   492.00000000     2.50000000     6.00000000     0.00600000     0.00096108     0.04983021     2.35289521     0.99795847     0.56259094     0.02713353     0.40957696     0.31332667     0.59804280     0.00730000     4.00000000     1.45513853     0.00100000     0.07000000     0.25000000     4.00000000
 0.563         0.90000000     0.31601289    19.32382064     2.00000000     2.00000000   100.00000000     6.00000000   492.00000000     2.50000000     6.00000000     0.00600000     0.00094796     0.04979140     2.23545710     0.99799410     0.53881697     0.02704456     0.40976764     0.31421963     0.59691026     0.00730000     4.00000000     1.43436888     0.00100000     0.07000000     0.25000000     4.00000000
 0.563         0.90000000     0.31488365    19.36605323     2.00000000     2.00000000   100.00000000     6.00000000   492.00000000     2.50000000     6.00000000     0.00600000     0.00095998     0.04999432     2.35350809     0.99691925     0.53129735     0.02701563     0.41031530     0.31316401     0.59659918     0.00730000     4.00000000     1.43684182     0.00100000     0.07000000     0.25000000     4.00000000
 0.563         0.90000000     0.31479957    19.39044422     2.00000000     2.00000000   100.00000000     6.00000000   492.00000000     2.50000000     6.00000000     0.00600000     0.00094268     0.04988133     2.34328544     0.99677705     0.54545322     0.02715354     0.41047139     0.31692835     0.59737258     0.00730000     4.00000000     1.44351636     0.00100000     0.07000000     0.25000000     4.00000000
 0.563         0.90000000     0.31808060    19.29106344     2.00000000     2.00000000   100.00000000     6.00000000   492.00000000     2.50000000     6.00000000     0.00600000     0.00107483     0.04988493     2.42798778     0.99823098     0.54300054     0.02714199     0.40926782     0.31612616     0.59717307     0.00730000     4.00000000     1.45477728     0.00100000     0.07000000     0.25000000     4.00000000
 0.563         0.90000000     0.31518290    19.33563907     2.00000000     2.00000000   100.00000000     6.00000000   492.00000000     2.50000000     6.00000000     0.00600000     0.00095569     0.04983978     2.31189177     0.99758908     0.54058634     0.02692438     0.41100274     0.31308090     0.59669959     0.00730000     4.00000000     1.46256771     0.00100000     0.07000000     0.25000000     4.00000000
 0.563         0.90000000     0.31262294    19.35919317     2.00000000     2.00000000   100.00000000     6.00000000   492.00000000     2.50000000     6.00000000     0.00600000     0.00096484     0.04989094     2.29244820     0.99753166     0.53482272     0.02713200     0.41048404     0.31495807     0.59652258     0.00730000     4.00000000     1.43420330     0.00100000     0.07000000     0.25000000     4.00000000
 0.563         0.90000000     0.31537484    19.35666516     2.00000000     2.00000000   100.00000000     6.00000000   492.00000000     2.50000000     6.00000000     0.00600000     0.00094485     0.04982646     2.36036775     0.99747521     0.52939459     0.02711055     0.40990674     0.31387536     0.59869115     0.00730000     4.00000000     1.46076016     0.00100000     0.07000000     0.25000000     4.00000000
 0.563         0.90000000     0.31464701    19.34719324     2.00000000     2.00000000   100.00000000     6.00000000   492.00000000     2.50000000     6.00000000     0.00600000     0.00093274     0.04983318     2.30429558     0.99756428     0.53081555     0.02693750     0.41097788     0.31312622     0.59743757     0.00730000     4.00000000     1.46579883     0.00100000     0.07000000     0.25000000     4.00000000
 0.563         0.90000000     0.31544190    19.29726168     2.00000000     2.00000000   100.00000000     6.00000000   492.00000000     2.50000000     6.00000000     0.00600000     0.00102876     0.04990146     2.47164703     0.99834431     0.55950007     0.02729404     0.40906461     0.31696722     0.59737578     0.00730000     4.00000000     1.48073463     0.00100000     0.07000000     0.25000000     4.00000000
 0.563         0.90000000     0.31728866    19.36556170     2.00000000     2.00000000   100.00000000     6.00000000   492.00000000     2.50000000     6.00000000     0.00600000     0.00091033     0.04983358     2.34771887     0.99690662     0.52933416     0.02697791     0.41101689     0.31432094     0.59594368     0.00730000     4.00000000     1.46976936     0.00100000     0.07000000     0.25000000     4.00000000
 0.563         0.90000000     0.31659559    19.31864197     2.00000000     2.00000000   100.00000000     6.00000000   492.00000000     2.50000000     6.00000000     0.00600000     0.00101963     0.04988726     2.39345400     0.99759134     0.54882299     0.02691729     0.41021460     0.31277081     0.59684158     0.00730000     4.00000000     1.50030483     0.00100000     0.07000000     0.25000000     4.00000000
 0.563         0.90000000     0.31192973    19.34287523     2.00000000     2.00000000   100.00000000     6.00000000   492.00000000     2.50000000     6.00000000     0.00600000     0.00093725     0.04975457     2.32146389     0.99710064     0.54184517     0.02702768     0.41276820     0.31544695     0.59643463     0.00730000     4.00000000     1.48574239     0.00100000     0.07000000     0.25000000     4.00000000
 0.563         0.90000000     0.30754555    19.38862510     2.00000000     2.00000000   100.00000000     6.00000000   492.00000000     2.50000000     6.00000000     0.00600000     0.00093228     0.04984486     2.35777641     0.99539183     0.50949149     0.02680932     0.41488098     0.30904889     0.59629176     0.00730000     4.00000000     1.56169875     0.00100000     0.07000000     0.25000000     4.00000000
 0.563         0.90000000     0.31023202    19.34903414     2.00000000     2.00000000   100.00000000     6.00000000   492.00000000     2.50000000     6.00000000     0.00600000     0.00093214     0.04961926     2.29076645     0.99693474     0.52865836     0.02682849     0.41568928     0.31263661     0.59766465     0.00730000     4.00000000     1.50761771     0.00100000     0.07000000     0.25000000     4.00000000
 0.564         0.90000000     0.31258460    19.31669347     2.00000000     2.00000000   100.00000000     6.00000000   492.00000000     2.50000000     6.00000000     0.00600000     0.00093422     0.04982892     2.24342461     0.99726645     0.53306453     0.02667274     0.41285050     0.31153786     0.59476026     0.00730000     4.00000000     1.47225545     0.00100000     0.07000000     0.25000000     4.00000000
 0.564         0.90000000     0.31184711    19.34414391     2.00000000     2.00000000   100.00000000     6.00000000   492.00000000     2.50000000     6.00000000     0.00600000     0.00096680     0.04983021     2.17034860     0.99795847     0.54926178     0.02713353     0.40627761     0.31332667     0.59336852     0.00730000     4.00000000     1.45513853     0.00100000     0.07000000     0.25000000     4.00000000
 0.564         0.90000000     0.30979010    19.30308039     2.00000000     2.00000000   100.00000000     6.00000000   492.00000000     2.50000000     6.00000000     0.00600000     0.00093048     0.04971645     2.19966318     0.99699667     0.51846690     0.02635786     0.41661616     0.30745349     0.59452943     0.00730000     4.00000000     1.50949502     0.00100000     0.07000000     0.25000000     4.00000000
 0.564         0.90000000     0.31397912    19.42584616     2.00000000     2.00000000   100.00000000     6.00000000   492.00000000     2.50000000     6.00000000     0.00600000     0.00098350     0.04999624     2.20710421     0.99676757     0.52012879     0.02725273     0.40247326     0.32083781     0.59183061     0.00730000     4.00000000     1.36070297     0.00100000     0.07000000     0.25000000     4.00000000
 0.563         0.90000000     0.32542583    19.44483548     2.00000000     2.00000000   100.00000000     6.00000000   492.00000000     2.50000000     6.00000000     0.00600000     0.00104338     0.04998802     2.41974958     0.99810856     0.55735981     0.02796873     0.40221176     0.32744330     0.59947714     0.00730000     4.00000000     1.31091562     0.00100000     0.07000000     0.25000000     4.00000000
 0.563         0.90000000     0.32258932    19.39787883     2.00000000     2.00000000   100.00000000     6.00000000   492.00000000     2.50000000     6.00000000     0.00600000     0.00103712     0.04992413     2.40842167     0.99804898     0.54928160     0.02771808     0.40551224     0.32328379     0.59852755     0.00730000     4.00000000     1.36228432     0.00100000     0.07000000     0.25000000     4.00000000
 0.563         0.90000000     0.32542583    19.38703233     2.00000000     2.00000000   100.00000000     6.00000000   492.00000000     2.50000000     6.00000000     0.00600000     0.00104338     0.04998802     2.46003190     0.99810856     0.57323395     0.02796873     0.40174671     0.32744330     0.59878414     0.00730000     4.00000000     1.31091562     0.00100000     0.07000000     0.25000000     4.00000000
 0.563         0.90000000     0.32542583    19.48966843     2.00000000     2.00000000   100.00000000     6.00000000   492.00000000     2.50000000     6.00000000     0.00600000     0.00104338     0.04990716     2.41974958     0.99854083     0.55735981     0.02779836     0.40221176     0.32626410     0.59947714     0.00730000     4.00000000     1.33018837     0.00100000     0.07000000     0.25000000     4.00000000
 0.563         0.90000000     0.31948434    19.43702366     2.00000000     2.00000000   100.00000000     6.00000000   492.00000000     2.50000000     6.00000000     0.00600000     0.00101486     0.04997573     2.46980860     0.99684662     0.55121810     0.02763123     0.40773792     0.32335016     0.59825831     0.00730000     4.00000000     1.39352360     0.00100000     0.07000000     0.25000000     4.00000000
 0.563         0.90000000     0.32369356    19.33167805     2.00000000     2.00000000   100.00000000     6.00000000   492.00000000     2.50000000     6.00000000     0.00600000     0.00103301     0.04992858     2.33163462     0.99934803     0.57387130     0.02758057     0.40467914     0.32445098     0.59719132     0.00730000     4.00000000     1.32182874     0.00100000     0.07000000     0.25000000     4.00000000
 0.563         0.90000000     0.31863330    19.36298795     2.00000000     2.00000000   100.00000000     6.00000000   492.00000000     2.50000000     6.00000000     0.00600000     0.00099703     0.04995762     2.40210708     0.99727947     0.54581853     0.02719892     0.41113878     0.31788588     0.59867824     0.00730000     4.00000000     1.39140325     0.00100000     0.07000000     0.25000000     4.00000000
 0.563         0.90000000     0.31878437    19.35312163     2.00000000     2.00000000   100.00000000     6.00000000   492.00000000     2.50000000     6.00000000     0.00600000     0.00101523     0.04986429     2.30637282     0.99780610     0.55684692     0.02734297     0.40979556     0.32102364     0.59754502     0.00730000     4.00000000     1.37461251     0.00100000     0.07000000     0.25000000     4.00000000
 0.563         0.90000000     0.31933589    19.34952617     2.00000000     2.00000000   100.00000000     6.00000000   492.00000000     2.50000000     6.00000000     0.00600000     0.00100134     0.04996426     2.34582636     0.99740406     0.54411971     0.02720458     0.41021319     0.31780575     0.59763795     0.00730000     4.00000000     1.39061329     0.00100000     0.07000000     0.25000000     4.00000000
 0.563         0.90000000     0.32185109    19.37874276     2.00000000     2.00000000   100.00000000     6.00000000   492.00000000     2.50000000     6.00000000     0.00600000     0.00101419     0.04989231     2.37998093     0.99856601     0.55945176     0.02746747     0.40590508     0.32114992     0.59823793     0.00730000     4.00000000     1.37615722     0.00100000     0.07000000     0.25000000     4.00000000
 0.563         0.90000000     0.31604082    19.42375449     2.00000000     2.00000000   100.00000000     6.00000000   492.00000000     2.50000000     6.00000000     0.00600000     0.00100477     0.04993070     2.47612834     0.99663382     0.54412156     0.02761022     0.40865691     0.31997091     0.59895716     0.00730000     4.00000000     1.45240930     0.00100000     0.07000000     0.25000000     4.00000000
 0.563         0.90000000     0.31705044    19.36457933     2.00000000     2.00000000   100.00000000     6.00000000   492.00000000     2.50000000     6.00000000     0.00600000     0.00095455     0.04979420     2.41284110     0.99752934     0.55005008     0.02729551     0.40991676     0.31532089     0.59960569     0.00730000     4.00000000     1.46754256     0.00100000     0.07000000     0.25000000     4.00000000
 0.563         0.90000000     0.31680414    19.36267395     2.00000000     2.00000000   100.00000000     6.00000000   492.00000000     2.50000000     6.00000000     0.00600000     0.00099352     0.04996445     2.26582973     0.99743589     0.53441191     0.02724026     0.40952890     0.31788931     0.59720190     0.00730000     4.00000000     1.37461773     0.00100000     0.07000000     0.25000000     4.00000000
 0.563         0.90000000     0.31866808    19.38208746     2.00000000     2.00000000   100.00000000     6.00000000   492.00000000     2.50000000     6.00000000     0.00600000     0.00093744     0.04979092     2.32208420     0.99735274     0.53499886     0.02724458     0.40907538     0.31670566     0.59924511     0.00730000     4.00000000     1.42139486     0.00100000     0.07000000     0.25000000     4.00000000
 0.563         0.90000000     0.31799609    19.36267395     2.00000000     2.00000000   100.00000000     6.00000000   492.00000000     2.50000000     6.00000000     0.00600000     0.00098438     0.04996445     2.31375300     0.99743589     0.55461296     0.02724026     0.40879503     0.31788931     0.59614018     0.00730000     4.00000000     1.37461773     0.00100000     0.07000000     0.25000000     4.00000000
 0.563         0.90000000     0.31722945    19.42584616     2.00000000     2.00000000   100.00000000     6.00000000   492.00000000     2.50000000     6.00000000     0.00600000     0.00099477     0.04999624     2.24262447     0.99676757     0.52994456     0.02725273     0.40788478     0.32083781     0.59444283     0.00730000     4.00000000     1.36070297     0.00100000     0.07000000     0.25000000     4.00000000
 0.563         0.90000000     0.31766271    19.34168782     2.00000000     2.00000000   100.00000000     6.00000000   492.00000000     2.50000000     6.00000000     0.00600000     0.00101097     0.04991833     2.35537357     0.99762561     0.54649605     0.02718185     0.40961626     0.31693770     0.59719940     0.00730000     4.00000000     1.41402777     0.00100000     0.07000000     0.25000000     4.00000000
 0.563         0.90000000     0.31600809    19.35193663     2.00000000     2.00000000   100.00000000     6.00000000   492.00000000     2.50000000     6.00000000     0.00600000     0.00097718     0.04988349     2.33443321     0.99735792     0.54514157     0.02713107     0.41051253     0.31635379     0.59694507     0.00730000     4.00000000     1.42978286     0.00100000     0.07000000     0.25000000     4.00000000
 0.563         0.90000000     0.31440080    19.39197415     2.00000000     2.00000000   100.00000000     6.00000000   492.00000000     2.50000000     6.00000000     0.00600000     0.00094982     0.04990677     2.28581701     0.99688745     0.54063941     0.02713052     0.41070095     0.31670068     0.59635786     0.00730000     4.00000000     1.42372919     0.00100000     0.07000000     0.25000000     4.00000000
 0.563         0.90000000     0.32029930    19.34700104     2.00000000     2.00000000   100.00000000     6.00000000   492.00000000     2.50000000     6.00000000     0.00600000     0.00100970     0.04995744     2.37414874     0.99742431     0.55402832     0.02716874     0.40891095     0.31674064     0.59731575     0.00730000     4.00000000     1.40570414     0.00100000     0.07000000     0.25000000     4.00000000
 0.563         0.90000000     0.31888000    19.38821709     2.00000000     2.00000000   100.00000000     6.00000000   492.00000000     2.50000000     6.00000000     0.00600000     0.00101080     0.04987306     2.37438931     0.99706411     0.52797672     0.02713957     0.40828872     0.31375087     0.59839210     0.00730000     4.00000000     1.46984013     0.00100000     0.07000000     0.25000000     4.00000000
 0.563         0.90000000     0.31660145    19.34414391     2.00000000     2.00000000   100.00000000     6.00000000   492.00000000     2.50000000     6.00000000     0.00600000     0.00096108     0.04983021     2.35289521     0.99795847     0.56259094     0.02713353     0.40957696     0.31332667     0.59804280     0.00730000     4.00000000     1.45513853     0.00100000     0.07000000     0.25000000     4.00000000
 0.563         0.90000000     0.31593807    19.35326064     2.00000000     2.00000000   100.00000000     6.00000000   492.00000000     2.50000000     6.00000000     0.00600000     0.00096008     0.04988989     2.32773417     0.99742596     0.53792485     0.02704282     0.41044872     0.31474848     0.59723550     0.00730000     4.00000000     1.43894178     0.00100000     0.07000000     0.25000000     4.00000000
 0.563         0.90000000     0.31728866    19.36556170     2.00000000     2.00000000   100.00000000     6.00000000   492.00000000     2.50000000     6.00000000     0.00600000     0.00091033     0.04983358     2.34771887     0.99690662     0.52933416     0.02697791     0.41101689     0.31432094     0.59594368     0.00730000     4.00000000     1.46976936     0.00100000     0.07000000     0.25000000     4.00000000
 0.563         0.90000000     0.31023202    19.34903414     2.00000000     2.00000000   100.00000000     6.00000000   492.00000000     2.50000000     6.00000000     0.00600000     0.00093214     0.04961926     2.29076645     0.99693474     0.52865836     0.02682849     0.41568928     0.31263661     0.59766465     0.00730000     4.00000000     1.50761771     0.00100000     0.07000000     0.25000000     4.00000000
 0.564         0.90000000     0.32662569    19.39787883     2.00000000     2.00000000   100.00000000     6.00000000   492.00000000     2.50000000     6.00000000     0.00600000     0.00098925     0.04992413     2.34534871     0.99804898     0.55253422     0.02771808     0.40414814     0.32328379     0.59852755     0.00730000     4.00000000     1.22299430     0.00100000     0.07000000     0.25000000     4.00000000
 0.562         0.90000000     0.34333365    19.52620521     2.00000000     2.00000000   100.00000000     6.00000000   492.00000000     2.50000000     6.00000000     0.00600000     0.00116585     0.04999173     2.50434230     0.99920331     0.53881808     0.02836337     0.39764353     0.34567425     0.59875429     0.00730000     4.00000000     1.16115108     0.00100000     0.07000000     0.25000000     4.00000000
 0.562         0.90000000     0.33694067    19.56381317     2.00000000     2.00000000   100.00000000     6.00000000   492.00000000     2.50000000     6.00000000     0.00600000     0.00112593     0.04990428     2.50241048     0.99877040     0.53465212     0.02837355     0.39913540     0.34154998     0.59975213     0.00730000     4.00000000     1.22815398     0.00100000     0.07000000     0.25000000     4.00000000
 0.562         0.90000000     0.33694067    19.59027597     2.00000000     2.00000000   100.00000000     6.00000000   492.00000000     2.50000000     6.00000000     0.00600000     0.00112593     0.04978130     2.50241048     0.99971585     0.53465212     0.02845259     0.39913540     0.34558119     0.59975213     0.00730000     4.00000000     1.20084252     0.00100000     0.07000000     0.25000000     4.00000000
 0.562         0.90000000     0.33519613    19.44556284     2.00000000     2.00000000   100.00000000     6.00000000   492.00000000     2.50000000     6.00000000     0.00600000     0.00108762     0.04992306     2.45277702     0.99933521     0.54787891     0.02816088     0.40031892     0.33442523     0.59909632     0.00730000     4.00000000     1.26127715     0.00100000     0.07000000     0.25000000     4.00000000
 0.563         0.90000000     0.32837774    19.42082152     2.00000000     2.00000000   100.00000000     6.00000000   492.00000000     2.50000000     6.00000000     0.00600000     0.00108259     0.04989966     2.38173867     0.99912143     0.55851438     0.02815330     0.40261983     0.33374986     0.59876285     0.00730000     4.00000000     1.26306767     0.00100000     0.07000000     0.25000000     4.00000000
 0.563         0.90000000     0.34067376    19.48279735     2.00000000     2.00000000   100.00000000     6.00000000   492.00000000     2.50000000     6.00000000     0.00600000     0.00106068     0.04992823     2.44950902     0.99875168     0.54105286     0.02817668     0.39918023     0.33573783     0.59961180     0.00730000     4.00000000     1.12334922     0.00100000     0.07000000     0.25000000     4.00000000
 0.563         0.90000000     0.33519613    19.49403635     2.00000000     2.00000000   100.00000000     6.00000000   492.00000000     2.50000000     6.00000000     0.00600000     0.00108762     0.04996030     2.45277702     0.99881268     0.54787891     0.02820843     0.40031892     0.34176480     0.59909632     0.00730000     4.00000000     1.29653280     0.00100000     0.07000000     0.25000000     4.00000000
 0.563         0.90000000     0.32564080    19.42133424     2.00000000     2.00000000   100.00000000     6.00000000   492.00000000     2.50000000     6.00000000     0.00600000     0.00106714     0.04998721     2.42471948     0.99818730     0.57486625     0.02800944     0.40197654     0.32777964     0.59880988     0.00730000     4.00000000     1.30965405     0.00100000     0.07000000     0.25000000     4.00000000
 0.563         0.90000000     0.32542583    19.44483548     2.00000000     2.00000000   100.00000000     6.00000000   492.00000000     2.50000000     6.00000000     0.00600000     0.00104338     0.04998802     2.41974958     0.99810856     0.55735981     0.02796873     0.40221176     0.32744330     0.59947714     0.00730000     4.00000000     1.31091562     0.00100000     0.07000000     0.25000000     4.00000000
 0.563         0.90000000     0.32449007    19.44483548     2.00000000     2.00000000   100.00000000     6.00000000   492.00000000     2.50000000     6.00000000     0.00600000     0.00113981     0.04998802     2.39821127     0.99810856     0.56725592     0.02796873     0.40279485     0.32744330     0.59927384     0.00730000     4.00000000     1.31091562     0.00100000     0.07000000     0.25000000     4.00000000
 0.563         0.90000000     0.32499356    19.44483548     2.00000000     2.00000000   100.00000000     6.00000000   492.00000000     2.50000000     6.00000000     0.00600000     0.00104840     0.04998802     2.37741298     0.99810856     0.55887915     0.02796873     0.40122297     0.32744330     0.59774499     0.00730000     4.00000000     1.31091562     0.00100000     0.07000000     0.25000000     4.00000000
