OBJ_Critical= 0.80  0.56

      fOBJ            LF0             r0            VP1            VP2             VM            KP1            KP2             KM           Qmax            Kba           Kdes             rE            pEP           fpEM             fD             gD             Vg          alpha             KD             Yg           Ygsl           wdie          gamma           beta          WPA2D            tau          wdorm
 0.558         0.90000000     0.39721749    19.92922448     2.00000000     2.00000000   100.00000000     6.00000000   492.00000000     2.50000000     6.00000000     0.00600000     0.00572030     0.04961334     2.64568190     0.99942431     0.02144148     0.02899888     0.44029183     0.44458422     0.59961230     0.00730000     4.00000000    15.13314376     0.00100000     0.07000000     0.25000000     4.00000000
 0.558         0.90000000     0.39734712    19.97199092     2.00000000     2.00000000   100.00000000     6.00000000   492.00000000     2.50000000     6.00000000     0.00600000     0.00640528     0.04985230     2.64081862     0.99981266     0.01535586     0.02919010     0.43959258     0.44680829     0.59946051     0.00730000     4.00000000    14.65799585     0.00100000     0.07000000     0.25000000     4.00000000
 0.558         0.90000000     0.39534814    19.92106634     2.00000000     2.00000000   100.00000000     6.00000000   492.00000000     2.50000000     6.00000000     0.00600000     0.00576934     0.04996787     2.66247946     0.99961043     0.01428261     0.02908679     0.44376370     0.44895517     0.59949083     0.00730000     4.00000000    14.19067806     0.00100000     0.07000000     0.25000000     4.00000000
 0.558         0.90000000     0.39747097    19.93589594     2.00000000     2.00000000   100.00000000     6.00000000   492.00000000     2.50000000     6.00000000     0.00600000     0.00584427     0.04991998     2.63802477     0.99932391     0.01628173     0.02906427     0.43665288     0.44697208     0.59947405     0.00730000     4.00000000    14.35542225     0.00100000     0.07000000     0.25000000     4.00000000
 0.558         0.90000000     0.39716200    19.80284797     2.00000000     2.00000000   100.00000000     6.00000000   492.00000000     2.50000000     6.00000000     0.00600000     0.00551448     0.04947578     2.64754232     0.99883296     0.01902243     0.02892485     0.43711454     0.44026469     0.59967438     0.00730000     4.00000000    15.22253963     0.00100000     0.07000000     0.25000000     4.00000000
 0.557         0.90000000     0.39810460    19.95353038     2.00000000     2.00000000   100.00000000     6.00000000   492.00000000     2.50000000     6.00000000     0.00600000     0.00591615     0.04998298     2.64841450     0.99971078     0.01757970     0.02914968     0.44062554     0.45076082     0.59945298     0.00730000     4.00000000    14.36079550     0.00100000     0.07000000     0.25000000     4.00000000
 0.557         0.90000000     0.39670292    19.94985271     2.00000000     2.00000000   100.00000000     6.00000000   492.00000000     2.50000000     6.00000000     0.00600000     0.00573019     0.04994876     2.64606806     0.99977357     0.01110108     0.02906755     0.44057838     0.44809289     0.59941520     0.00730000     4.00000000    14.26911699     0.00100000     0.07000000     0.25000000     4.00000000
 0.557         0.90000000     0.39734712    19.97199092     2.00000000     2.00000000   100.00000000     6.00000000   492.00000000     2.50000000     6.00000000     0.00600000     0.00559235     0.04985230     2.64623962     0.99981266     0.01619998     0.02907895     0.44010006     0.44763388     0.59948918     0.00730000     4.00000000    14.72814307     0.00100000     0.07000000     0.25000000     4.00000000
 0.557         0.90000000     0.39795154    19.94985271     2.00000000     2.00000000   100.00000000     6.00000000   492.00000000     2.50000000     6.00000000     0.00600000     0.00552695     0.04994876     2.65251480     0.99977357     0.01654135     0.02906755     0.44027215     0.44809289     0.59954068     0.00730000     4.00000000    14.26911699     0.00100000     0.07000000     0.25000000     4.00000000
 0.557         0.90000000     0.39670292    19.98606378     2.00000000     2.00000000   100.00000000     6.00000000   492.00000000     2.50000000     6.00000000     0.00600000     0.00573019     0.04979951     2.64606806     0.99994744     0.01110108     0.02906938     0.44057838     0.44885599     0.59941520     0.00730000     4.00000000    14.53406844     0.00100000     0.07000000     0.25000000     4.00000000
 0.557         0.90000000     0.39734712    19.97199092     2.00000000     2.00000000   100.00000000     6.00000000   492.00000000     2.50000000     6.00000000     0.00600000     0.00579926     0.04985230     2.63429626     0.99981266     0.01535586     0.02907895     0.43959258     0.44763388     0.59946051     0.00730000     4.00000000    14.72814307     0.00100000     0.07000000     0.25000000     4.00000000
 0.557         0.90000000     0.39866682    19.95621294     2.00000000     2.00000000   100.00000000     6.00000000   492.00000000     2.50000000     6.00000000     0.00600000     0.00591809     0.04983835     2.65103049     0.99963216     0.01535586     0.02918384     0.43959258     0.45154232     0.59946051     0.00730000     4.00000000    14.71395387     0.00100000     0.07000000     0.25000000     4.00000000
 0.557         0.90000000     0.39633774    19.88965568     2.00000000     2.00000000   100.00000000     6.00000000   492.00000000     2.50000000     6.00000000     0.00600000     0.00588785     0.04995831     2.63452381     0.99984114     0.01846016     0.02907423     0.44212864     0.44794140     0.59954013     0.00730000     4.00000000    13.98124025     0.00100000     0.07000000     0.25000000     4.00000000
 0.557         0.90000000     0.39997521    19.95621294     2.00000000     2.00000000   100.00000000     6.00000000   492.00000000     2.50000000     6.00000000     0.00600000     0.00599539     0.04983835     2.65746261     0.99963216     0.01602663     0.02918384     0.44050560     0.45154232     0.59934838     0.00730000     4.00000000    14.71395387     0.00100000     0.07000000     0.25000000     4.00000000
 0.557         0.90000000     0.39695692    19.89313897     2.00000000     2.00000000   100.00000000     6.00000000   492.00000000     2.50000000     6.00000000     0.00600000     0.00579422     0.04992688     2.64350662     0.99970072     0.01626466     0.02910572     0.44035423     0.44837836     0.59949083     0.00730000     4.00000000    13.87762337     0.00100000     0.07000000     0.25000000     4.00000000
 0.557         0.90000000     0.39612026    19.96200328     2.00000000     2.00000000   100.00000000     6.00000000   492.00000000     2.50000000     6.00000000     0.00600000     0.00550339     0.04976824     2.66402623     0.99975534     0.01403142     0.02905090     0.44031473     0.44695048     0.59946097     0.00730000     4.00000000    14.83694785     0.00100000     0.07000000     0.25000000     4.00000000
 0.557         0.90000000     0.39628626    19.92774350     2.00000000     2.00000000   100.00000000     6.00000000   492.00000000     2.50000000     6.00000000     0.00600000     0.00567962     0.04985503     2.65513456     0.99954918     0.01627113     0.02906521     0.44136287     0.44740700     0.59949682     0.00730000     4.00000000    14.44438252     0.00100000     0.07000000     0.25000000     4.00000000
 0.557         0.90000000     0.39670292    19.95471152     2.00000000     2.00000000   100.00000000     6.00000000   492.00000000     2.50000000     6.00000000     0.00600000     0.00573019     0.04993302     2.64606806     0.99996366     0.01110108     0.02906196     0.44057838     0.44952376     0.59941520     0.00730000     4.00000000    14.64603233     0.00100000     0.07000000     0.25000000     4.00000000
 0.557         0.90000000     0.39845243    19.96522343     2.00000000     2.00000000   100.00000000     6.00000000   492.00000000     2.50000000     6.00000000     0.00600000     0.00586497     0.04985578     2.64450902     0.99973235     0.01636248     0.02909831     0.44025568     0.44831703     0.59952000     0.00730000     4.00000000    14.69049125     0.00100000     0.07000000     0.25000000     4.00000000
 0.557         0.90000000     0.39659159    19.94985271     2.00000000     2.00000000   100.00000000     6.00000000   492.00000000     2.50000000     6.00000000     0.00600000     0.00558972     0.04994876     2.64626708     0.99977357     0.01110108     0.02912201     0.44057838     0.45202268     0.59941520     0.00730000     4.00000000    13.91365503     0.00100000     0.07000000     0.25000000     4.00000000
 0.557         0.90000000     0.39866682    19.97199092     2.00000000     2.00000000   100.00000000     6.00000000   492.00000000     2.50000000     6.00000000     0.00600000     0.00591809     0.04985230     2.65103049     0.99981266     0.01535586     0.02922581     0.43959258     0.44956859     0.59946051     0.00730000     4.00000000    14.73545752     0.00100000     0.07000000     0.25000000     4.00000000
 0.557         0.90000000     0.39793519    19.95131377     2.00000000     2.00000000   100.00000000     6.00000000   492.00000000     2.50000000     6.00000000     0.00600000     0.00591867     0.04988382     2.64829260     0.99953821     0.01982125     0.02910133     0.44012934     0.44811561     0.59956741     0.00730000     4.00000000    14.54002733     0.00100000     0.07000000     0.25000000     4.00000000
 0.557         0.90000000     0.39610041    19.94301412     2.00000000     2.00000000   100.00000000     6.00000000   492.00000000     2.50000000     6.00000000     0.00600000     0.00565617     0.04989048     2.65414682     0.99948438     0.02005316     0.02907906     0.44016008     0.44753306     0.59956744     0.00730000     4.00000000    14.49281538     0.00100000     0.07000000     0.25000000     4.00000000
 0.557         0.90000000     0.39649954    19.94822168     2.00000000     2.00000000   100.00000000     6.00000000   492.00000000     2.50000000     6.00000000     0.00600000     0.00580164     0.04990389     2.64527109     0.99976573     0.01254387     0.02906330     0.44010215     0.44783374     0.59946094     0.00730000     4.00000000    14.35993957     0.00100000     0.07000000     0.25000000     4.00000000
 0.557         0.90000000     0.39854034    19.98763358     2.00000000     2.00000000   100.00000000     6.00000000   492.00000000     2.50000000     6.00000000     0.00600000     0.00575238     0.04973776     2.65659284     0.99992376     0.01446845     0.02916798     0.44131643     0.45040062     0.59948014     0.00730000     4.00000000    15.09156109     0.00100000     0.07000000     0.25000000     4.00000000
 0.557         0.90000000     0.39751595    19.97199092     2.00000000     2.00000000   100.00000000     6.00000000   492.00000000     2.50000000     6.00000000     0.00600000     0.00584400     0.04985230     2.65340679     0.99981266     0.01769963     0.02907895     0.43890569     0.44763388     0.59943853     0.00730000     4.00000000    14.72814307     0.00100000     0.07000000     0.25000000     4.00000000
 0.557         0.90000000     0.39535210    19.98070092     2.00000000     2.00000000   100.00000000     6.00000000   492.00000000     2.50000000     6.00000000     0.00600000     0.00555719     0.04975700     2.64950528     0.99986191     0.01136858     0.02911424     0.43958209     0.44766618     0.59958948     0.00730000     4.00000000    14.99605228     0.00100000     0.07000000     0.25000000     4.00000000
 0.557         0.90000000     0.39779520    19.94955498     2.00000000     2.00000000   100.00000000     6.00000000   492.00000000     2.50000000     6.00000000     0.00600000     0.00577312     0.04977756     2.64237343     0.99946311     0.01545225     0.02905751     0.43926787     0.44654407     0.59953117     0.00730000     4.00000000    14.67942599     0.00100000     0.07000000     0.25000000     4.00000000
 0.557         0.90000000     0.39716281    19.94211580     2.00000000     2.00000000   100.00000000     6.00000000   492.00000000     2.50000000     6.00000000     0.00600000     0.00558449     0.04973053     2.64533675     0.99945620     0.01824864     0.02902474     0.43927270     0.44551391     0.59951392     0.00730000     4.00000000    14.81408240     0.00100000     0.07000000     0.25000000     4.00000000
 0.557         0.90000000     0.39744608    19.97061442     2.00000000     2.00000000   100.00000000     6.00000000   492.00000000     2.50000000     6.00000000     0.00600000     0.00608997     0.04985554     2.64324224     0.99980159     0.01536314     0.02915721     0.43977533     0.44770251     0.59947798     0.00730000     4.00000000    14.68225481     0.00100000     0.07000000     0.25000000     4.00000000
 0.558         0.90000000     0.39716200    19.80284797     2.00000000     2.00000000   100.00000000     6.00000000   492.00000000     2.50000000     6.00000000     0.00600000     0.00551448     0.04947578     2.64754232     0.99883296     0.01902243     0.02892485     0.43711454     0.44026469     0.59967438     0.00730000     4.00000000    15.22253963     0.00100000     0.07000000     0.25000000     4.00000000
 0.557         0.90000000     0.39914481    19.92333156     2.00000000     2.00000000   100.00000000     6.00000000   492.00000000     2.50000000     6.00000000     0.00600000     0.00572131     0.04994849     2.65584509     0.99944327     0.01580440     0.02918233     0.44154416     0.45309221     0.59944349     0.00730000     4.00000000    14.30539402     0.00100000     0.07000000     0.25000000     4.00000000
 0.557         0.90000000     0.39855597    19.95042275     2.00000000     2.00000000   100.00000000     6.00000000   492.00000000     2.50000000     6.00000000     0.00600000     0.00571206     0.04989552     2.65527593     0.99962333     0.01497466     0.02917875     0.44155103     0.45267510     0.59942116     0.00730000     4.00000000    14.37951500     0.00100000     0.07000000     0.25000000     4.00000000
 0.557         0.90000000     0.39784050    19.93830666     2.00000000     2.00000000   100.00000000     6.00000000   492.00000000     2.50000000     6.00000000     0.00600000     0.00577762     0.04990264     2.65068421     0.99967395     0.01117989     0.02915222     0.44166730     0.45175060     0.59942779     0.00730000     4.00000000    14.48239793     0.00100000     0.07000000     0.25000000     4.00000000
 0.557         0.90000000     0.39784050    19.96262198     2.00000000     2.00000000   100.00000000     6.00000000   492.00000000     2.50000000     6.00000000     0.00600000     0.00577762     0.04990264     2.65641394     0.99967395     0.01117989     0.02914700     0.44166730     0.45263810     0.59942779     0.00730000     4.00000000    13.96977907     0.00100000     0.07000000     0.25000000     4.00000000
 0.557         0.90000000     0.39806035    19.94738133     2.00000000     2.00000000   100.00000000     6.00000000   492.00000000     2.50000000     6.00000000     0.00600000     0.00575560     0.04986033     2.65261260     0.99964219     0.01232209     0.02911748     0.44152221     0.45183232     0.59942503     0.00730000     4.00000000    14.23584018     0.00100000     0.07000000     0.25000000     4.00000000
 0.557         0.90000000     0.39810460    19.95353038     2.00000000     2.00000000   100.00000000     6.00000000   492.00000000     2.50000000     6.00000000     0.00600000     0.00591615     0.04998298     2.64841450     0.99971078     0.01757970     0.02914968     0.44062554     0.45076082     0.59945298     0.00730000     4.00000000    14.36079550     0.00100000     0.07000000     0.25000000     4.00000000
 0.557         0.90000000     0.39784050    19.90213621     2.00000000     2.00000000   100.00000000     6.00000000   492.00000000     2.50000000     6.00000000     0.00600000     0.00577762     0.04985744     2.65068421     0.99997500     0.01117989     0.02918021     0.44166730     0.45139368     0.59942779     0.00730000     4.00000000    14.65963729     0.00100000     0.07000000     0.25000000     4.00000000
 0.557         0.90000000     0.39758799    19.94863108     2.00000000     2.00000000   100.00000000     6.00000000   492.00000000     2.50000000     6.00000000     0.00600000     0.00558413     0.04988040     2.65503381     0.99975799     0.01302913     0.02910544     0.44113783     0.45133410     0.59942223     0.00730000     4.00000000    14.52987702     0.00100000     0.07000000     0.25000000     4.00000000
 0.557         0.90000000     0.39871140    19.95935700     2.00000000     2.00000000   100.00000000     6.00000000   492.00000000     2.50000000     6.00000000     0.00600000     0.00582877     0.04985038     2.65399301     0.99971388     0.01461772     0.02914693     0.44069511     0.45089349     0.59939114     0.00730000     4.00000000    14.63574603     0.00100000     0.07000000     0.25000000     4.00000000
 0.557         0.90000000     0.39670292    19.94985271     2.00000000     2.00000000   100.00000000     6.00000000   492.00000000     2.50000000     6.00000000     0.00600000     0.00573019     0.04994876     2.64606806     0.99977357     0.01110108     0.02906755     0.44057838     0.44809289     0.59941520     0.00730000     4.00000000    14.26911699     0.00100000     0.07000000     0.25000000     4.00000000
 0.557         0.90000000     0.39795933    19.97558453     2.00000000     2.00000000   100.00000000     6.00000000   492.00000000     2.50000000     6.00000000     0.00600000     0.00562261     0.04982794     2.65625228     0.99981968     0.01517852     0.02913397     0.44113727     0.45066208     0.59942994     0.00730000     4.00000000    14.83651293     0.00100000     0.07000000     0.25000000     4.00000000
 0.557         0.90000000     0.39734712    19.97199092     2.00000000     2.00000000   100.00000000     6.00000000   492.00000000     2.50000000     6.00000000     0.00600000     0.00559235     0.04985230     2.64623962     0.99981266     0.01619998     0.02907895     0.44010006     0.44763388     0.59948918     0.00730000     4.00000000    14.72814307     0.00100000     0.07000000     0.25000000     4.00000000
 0.557         0.90000000     0.39724771    19.95442945     2.00000000     2.00000000   100.00000000     6.00000000   492.00000000     2.50000000     6.00000000     0.00600000     0.00566607     0.04991166     2.64886246     0.99976184     0.01256430     0.02912010     0.44068684     0.45123132     0.59941901     0.00730000     4.00000000    14.23422975     0.00100000     0.07000000     0.25000000     4.00000000
 0.557         0.90000000     0.39656392    19.98352798     2.00000000     2.00000000   100.00000000     6.00000000   492.00000000     2.50000000     6.00000000     0.00600000     0.00600838     0.04997777     2.63782071     0.99972307     0.01629654     0.02913828     0.43995807     0.44824782     0.59952522     0.00730000     4.00000000    14.40953759     0.00100000     0.07000000     0.25000000     4.00000000
 0.557         0.90000000     0.39771185    19.96124531     2.00000000     2.00000000   100.00000000     6.00000000   492.00000000     2.50000000     6.00000000     0.00600000     0.00578996     0.04982909     2.65009332     0.99982189     0.01513056     0.02912977     0.44104470     0.44923235     0.59948909     0.00730000     4.00000000    14.68514654     0.00100000     0.07000000     0.25000000     4.00000000
 0.557         0.90000000     0.39795154    19.94985271     2.00000000     2.00000000   100.00000000     6.00000000   492.00000000     2.50000000     6.00000000     0.00600000     0.00552695     0.04994876     2.65251480     0.99977357     0.01654135     0.02906755     0.44027215     0.44809289     0.59954068     0.00730000     4.00000000    14.26911699     0.00100000     0.07000000     0.25000000     4.00000000
 0.557         0.90000000     0.39804476    19.95703043     2.00000000     2.00000000   100.00000000     6.00000000   492.00000000     2.50000000     6.00000000     0.00600000     0.00576064     0.04992100     2.65492794     0.99975272     0.01537603     0.02915564     0.44039030     0.44914778     0.59949442     0.00730000     4.00000000    14.42498012     0.00100000     0.07000000     0.25000000     4.00000000
 0.557         0.90000000     0.39734712    19.97199092     2.00000000     2.00000000   100.00000000     6.00000000   492.00000000     2.50000000     6.00000000     0.00600000     0.00579926     0.04985230     2.63429626     0.99981266     0.01535586     0.02907895     0.43959258     0.44763388     0.59946051     0.00730000     4.00000000    14.72814307     0.00100000     0.07000000     0.25000000     4.00000000
 0.557         0.90000000     0.39866682    19.95621294     2.00000000     2.00000000   100.00000000     6.00000000   492.00000000     2.50000000     6.00000000     0.00600000     0.00591809     0.04983835     2.65103049     0.99963216     0.01535586     0.02918384     0.43959258     0.45154232     0.59946051     0.00730000     4.00000000    14.71395387     0.00100000     0.07000000     0.25000000     4.00000000
 0.557         0.90000000     0.39693776    19.94160680     2.00000000     2.00000000   100.00000000     6.00000000   492.00000000     2.50000000     6.00000000     0.00600000     0.00570958     0.04987621     2.64531046     0.99966229     0.01569835     0.02906869     0.44037647     0.44748241     0.59950032     0.00730000     4.00000000    14.43841351     0.00100000     0.07000000     0.25000000     4.00000000
 0.557         0.90000000     0.39703827    19.92007371     2.00000000     2.00000000   100.00000000     6.00000000   492.00000000     2.50000000     6.00000000     0.00600000     0.00579532     0.04991656     2.64332024     0.99971782     0.01529515     0.02909711     0.44050109     0.44832511     0.59947771     0.00730000     4.00000000    14.15028976     0.00100000     0.07000000     0.25000000     4.00000000
 0.557         0.90000000     0.39672233    19.93690061     2.00000000     2.00000000   100.00000000     6.00000000   492.00000000     2.50000000     6.00000000     0.00600000     0.00574045     0.04988442     2.64861471     0.99966544     0.01622553     0.02908143     0.44097287     0.44782629     0.59950119     0.00730000     4.00000000    14.40748078     0.00100000     0.07000000     0.25000000     4.00000000
 0.557         0.90000000     0.39763686    19.95400403     2.00000000     2.00000000   100.00000000     6.00000000   492.00000000     2.50000000     6.00000000     0.00600000     0.00584337     0.04988872     2.64236614     0.99974372     0.01586517     0.02909289     0.44038911     0.44813547     0.59950326     0.00730000     4.00000000    14.50997406     0.00100000     0.07000000     0.25000000     4.00000000
 0.557         0.90000000     0.39633774    19.88965568     2.00000000     2.00000000   100.00000000     6.00000000   492.00000000     2.50000000     6.00000000     0.00600000     0.00588785     0.04995831     2.63452381     0.99984114     0.01846016     0.02907423     0.44212864     0.44794140     0.59954013     0.00730000     4.00000000    13.98124025     0.00100000     0.07000000     0.25000000     4.00000000
 0.557         0.90000000     0.39670292    19.94332755     2.00000000     2.00000000   100.00000000     6.00000000   492.00000000     2.50000000     6.00000000     0.00600000     0.00573019     0.04996286     2.64606806     0.99939560     0.01110108     0.02902539     0.44057838     0.44785043     0.59941520     0.00730000     4.00000000    14.28579033     0.00100000     0.07000000     0.25000000     4.00000000
 0.557         0.90000000     0.39610041    19.94301412     2.00000000     2.00000000   100.00000000     6.00000000   492.00000000     2.50000000     6.00000000     0.00600000     0.00565617     0.04989048     2.65414682     0.99948438     0.02005316     0.02907906     0.44016008     0.44753306     0.59956744     0.00730000     4.00000000    14.49281538     0.00100000     0.07000000     0.25000000     4.00000000
 0.557         0.90000000     0.40061352    19.93971431     2.00000000     2.00000000   100.00000000     6.00000000   492.00000000     2.50000000     6.00000000     0.00600000     0.00601914     0.04996289     2.67937689     0.99931381     0.01517702     0.02936375     0.44427759     0.46443736     0.59926939     0.00730000     4.00000000    13.87861157     0.00100000     0.07000000     0.25000000     4.00000000
 0.557         0.90000000     0.39964749    19.96228068     2.00000000     2.00000000   100.00000000     6.00000000   492.00000000     2.50000000     6.00000000     0.00600000     0.00591244     0.04990202     2.66679759     0.99953855     0.01557964     0.02928700     0.44266650     0.45838871     0.59937624     0.00730000     4.00000000    14.19128578     0.00100000     0.07000000     0.25000000     4.00000000
 0.557         0.90000000     0.39919832    19.93752490     2.00000000     2.00000000   100.00000000     6.00000000   492.00000000     2.50000000     6.00000000     0.00600000     0.00606536     0.04999118     2.66919282     0.99945959     0.01109547     0.02929866     0.44354124     0.45989899     0.59930353     0.00730000     4.00000000    13.70911041     0.00100000     0.07000000     0.25000000     4.00000000
 0.557         0.90000000     0.39964749    19.96985526     2.00000000     2.00000000   100.00000000     6.00000000   492.00000000     2.50000000     6.00000000     0.00600000     0.00591244     0.04981965     2.66679759     0.99940951     0.01557964     0.02929494     0.44266650     0.45891194     0.59937624     0.00730000     4.00000000    14.26433987     0.00100000     0.07000000     0.25000000     4.00000000
 0.557         0.90000000     0.40024959    19.95628261     2.00000000     2.00000000   100.00000000     6.00000000   492.00000000     2.50000000     6.00000000     0.00600000     0.00574471     0.04999494     2.66399528     0.99927428     0.01239308     0.02925409     0.44148721     0.45777163     0.59939153     0.00730000     4.00000000    14.32120064     0.00100000     0.07000000     0.25000000     4.00000000
 0.557         0.90000000     0.39947278    19.94123804     2.00000000     2.00000000   100.00000000     6.00000000   492.00000000     2.50000000     6.00000000     0.00600000     0.00579303     0.04995092     2.65858933     0.99956567     0.01312102     0.02925080     0.44130141     0.45487959     0.59943049     0.00730000     4.00000000    14.59742525     0.00100000     0.07000000     0.25000000     4.00000000
 0.557         0.90000000     0.39936254    19.93752490     2.00000000     2.00000000   100.00000000     6.00000000   492.00000000     2.50000000     6.00000000     0.00600000     0.00585575     0.04999118     2.66953296     0.99945959     0.01109547     0.02921658     0.44354124     0.45924418     0.59930353     0.00730000     4.00000000    13.35295555     0.00100000     0.07000000     0.25000000     4.00000000
 0.557         0.90000000     0.39929172    19.97186438     2.00000000     2.00000000   100.00000000     6.00000000   492.00000000     2.50000000     6.00000000     0.00600000     0.00611454     0.04994599     2.65695496     0.99953601     0.01514736     0.02927961     0.44206290     0.45621580     0.59937314     0.00730000     4.00000000    14.01636773     0.00100000     0.07000000     0.25000000     4.00000000
 0.557         0.90000000     0.40013492    19.98241487     2.00000000     2.00000000   100.00000000     6.00000000   492.00000000     2.50000000     6.00000000     0.00600000     0.00577848     0.04998395     2.66246267     0.99916751     0.01403278     0.02921859     0.44116598     0.45651898     0.59941891     0.00730000     4.00000000    14.19088188     0.00100000     0.07000000     0.25000000     4.00000000
 0.557         0.90000000     0.39929672    19.97215707     2.00000000     2.00000000   100.00000000     6.00000000   492.00000000     2.50000000     6.00000000     0.00600000     0.00573779     0.04987760     2.66133402     0.99958422     0.01223904     0.02920676     0.44130004     0.45454041     0.59941237     0.00730000     4.00000000    14.64864219     0.00100000     0.07000000     0.25000000     4.00000000
 0.557         0.90000000     0.39906242    19.97013335     2.00000000     2.00000000   100.00000000     6.00000000   492.00000000     2.50000000     6.00000000     0.00600000     0.00586719     0.04992391     2.65909721     0.99965819     0.01373544     0.02921783     0.44147724     0.45523491     0.59937246     0.00730000     4.00000000    14.26073366     0.00100000     0.07000000     0.25000000     4.00000000
 0.557         0.90000000     0.39805959    19.93719445     2.00000000     2.00000000   100.00000000     6.00000000   492.00000000     2.50000000     6.00000000     0.00600000     0.00574431     0.04997517     2.66942821     0.99959294     0.01109233     0.02919549     0.44279897     0.45518381     0.59936445     0.00730000     4.00000000    13.93375986     0.00100000     0.07000000     0.25000000     4.00000000
 0.557         0.90000000     0.39914481    19.92333156     2.00000000     2.00000000   100.00000000     6.00000000   492.00000000     2.50000000     6.00000000     0.00600000     0.00572131     0.04994849     2.65584509     0.99944327     0.01580440     0.02918233     0.44154416     0.45309221     0.59944349     0.00730000     4.00000000    14.30539402     0.00100000     0.07000000     0.25000000     4.00000000
 0.557         0.90000000     0.40063604    19.95628261     2.00000000     2.00000000   100.00000000     6.00000000   492.00000000     2.50000000     6.00000000     0.00600000     0.00584682     0.04999494     2.67154107     0.99927428     0.01242169     0.02925409     0.44098217     0.45777163     0.59941891     0.00730000     4.00000000    14.32120064     0.00100000     0.07000000     0.25000000     4.00000000
 0.557         0.90000000     0.39840003    19.95424534     2.00000000     2.00000000   100.00000000     6.00000000   492.00000000     2.50000000     6.00000000     0.00600000     0.00588070     0.04996103     2.65476585     0.99965073     0.01522528     0.02917778     0.44140433     0.45297973     0.59941503     0.00730000     4.00000000    14.17315699     0.00100000     0.07000000     0.25000000     4.00000000
 0.557         0.90000000     0.39904890    19.93651277     2.00000000     2.00000000   100.00000000     6.00000000   492.00000000     2.50000000     6.00000000     0.00600000     0.00583059     0.04992905     2.65547184     0.99953238     0.01178155     0.02919817     0.44136301     0.45401795     0.59941633     0.00730000     4.00000000    14.29368662     0.00100000     0.07000000     0.25000000     4.00000000
 0.557         0.90000000     0.39855597    19.95042275     2.00000000     2.00000000   100.00000000     6.00000000   492.00000000     2.50000000     6.00000000     0.00600000     0.00571206     0.04989552     2.65527593     0.99962333     0.01497466     0.02917875     0.44155103     0.45267510     0.59942116     0.00730000     4.00000000    14.37951500     0.00100000     0.07000000     0.25000000     4.00000000
 0.557         0.90000000     0.39929672    19.97172832     2.00000000     2.00000000   100.00000000     6.00000000   492.00000000     2.50000000     6.00000000     0.00600000     0.00573779     0.04990268     2.66133402     0.99967336     0.01223904     0.02922938     0.44130004     0.45636501     0.59941237     0.00730000     4.00000000    14.37585269     0.00100000     0.07000000     0.25000000     4.00000000
 0.557         0.90000000     0.39929672    19.99095872     2.00000000     2.00000000   100.00000000     6.00000000   492.00000000     2.50000000     6.00000000     0.00600000     0.00573779     0.04987983     2.66133402     0.99980154     0.01223904     0.02927098     0.44130004     0.45549971     0.59941237     0.00730000     4.00000000    14.37796684     0.00100000     0.07000000     0.25000000     4.00000000
 0.557         0.90000000     0.39944660    19.96262868     2.00000000     2.00000000   100.00000000     6.00000000   492.00000000     2.50000000     6.00000000     0.00600000     0.00589999     0.04991739     2.66562331     0.99950311     0.01462818     0.02923956     0.44262023     0.45959875     0.59936755     0.00730000     4.00000000    14.09372044     0.00100000     0.07000000     0.25000000     4.00000000
 0.557         0.90000000     0.39784050    19.93830666     2.00000000     2.00000000   100.00000000     6.00000000   492.00000000     2.50000000     6.00000000     0.00600000     0.00577762     0.04990264     2.65068421     0.99967395     0.01117989     0.02915222     0.44166730     0.45175060     0.59942779     0.00730000     4.00000000    14.48239793     0.00100000     0.07000000     0.25000000     4.00000000
 0.557         0.90000000     0.39833081    19.94934060     2.00000000     2.00000000   100.00000000     6.00000000   492.00000000     2.50000000     6.00000000     0.00600000     0.00575877     0.04991191     2.65494012     0.99971410     0.01394479     0.02917243     0.44085226     0.45114618     0.59945793     0.00730000     4.00000000    14.40979969     0.00100000     0.07000000     0.25000000     4.00000000
 0.557         0.90000000     0.39742816    19.96249723     2.00000000     2.00000000   100.00000000     6.00000000   492.00000000     2.50000000     6.00000000     0.00600000     0.00591055     0.04987211     2.64996716     0.99967719     0.01148013     0.02917491     0.44161456     0.45295207     0.59933550     0.00730000     4.00000000    14.47662522     0.00100000     0.07000000     0.25000000     4.00000000
 0.557         0.90000000     0.39744845    19.94306521     2.00000000     2.00000000   100.00000000     6.00000000   492.00000000     2.50000000     6.00000000     0.00600000     0.00574903     0.04991509     2.64924983     0.99956163     0.01253630     0.02909289     0.44084363     0.44956465     0.59943082     0.00730000     4.00000000    14.44981538     0.00100000     0.07000000     0.25000000     4.00000000
 0.557         0.90000000     0.39871140    19.95935700     2.00000000     2.00000000   100.00000000     6.00000000   492.00000000     2.50000000     6.00000000     0.00600000     0.00582877     0.04985038     2.65399301     0.99971388     0.01461772     0.02914693     0.44069511     0.45089349     0.59939114     0.00730000     4.00000000    14.63574603     0.00100000     0.07000000     0.25000000     4.00000000
 0.557         0.90000000     0.39610041    19.94301412     2.00000000     2.00000000   100.00000000     6.00000000   492.00000000     2.50000000     6.00000000     0.00600000     0.00565617     0.04989048     2.65414682     0.99948438     0.02005316     0.02907906     0.44016008     0.44753306     0.59956744     0.00730000     4.00000000    14.49281538     0.00100000     0.07000000     0.25000000     4.00000000
