 Data_Period = 20180101 -- 20180131
      Hour        SIN_mg/cm3/h              STP_oC                 SWC             SWP_MPa                  pH
2018011821            0.000000           25.000000         -999.000000           -0.000726            7.200000
2018011822            0.000000           25.000000         -999.000000           -0.000726            7.200000
2018011823            0.000000           25.000000         -999.000000           -0.000726            7.200000
2018011824            0.000000           25.000000         -999.000000           -0.000726            7.200000
2018011901            0.000000           25.000000         -999.000000           -0.000726            7.200000
2018011902            0.000000           25.000000         -999.000000           -0.000726            7.200000
2018011903            0.000000           25.000000         -999.000000           -0.000726            7.200000
2018011904            0.000000           25.000000         -999.000000           -0.000726            7.200000
2018011905            0.000000           25.000000         -999.000000           -0.000726            7.200000
2018011906            0.000000           25.000000         -999.000000           -0.000726            7.200000
2018011907            0.000000           25.000000         -999.000000           -0.000726            7.200000
2018011908            0.000000           25.000000         -999.000000           -0.000726            7.200000
2018011909            0.000000           25.000000         -999.000000           -0.000726            7.200000
2018011910            0.000000           25.000000         -999.000000           -0.000726            7.200000
2018011911            0.000000           25.000000         -999.000000           -0.000726            7.200000
2018011912            0.000000           25.000000         -999.000000           -0.000726            7.200000
2018011913            0.000000           25.000000         -999.000000           -0.000726            7.200000
2018011914            0.000000           25.000000         -999.000000           -0.000726            7.200000
2018011915            0.000000           25.000000         -999.000000           -0.000726            7.200000
2018011916            0.000000           25.000000         -999.000000           -0.000726            7.200000
2018011917            0.000000           25.000000         -999.000000           -0.000726            7.200000
2018011918            0.000000           25.000000         -999.000000           -0.000726            7.200000
2018011919            0.000000           25.000000         -999.000000           -0.000726            7.200000
2018011920            0.000000           25.000000         -999.000000           -0.000726            7.200000
2018011921            0.000000           25.000000         -999.000000           -0.000726            7.200000
2018011922            0.000000           25.000000         -999.000000           -0.000726            7.200000
2018011923            0.000000           25.000000         -999.000000           -0.000726            7.200000
2018011924            0.000000           25.000000         -999.000000           -0.000726            7.200000
2018012001            0.000000           25.000000         -999.000000           -0.000726            7.200000
2018012002            0.000000           25.000000         -999.000000           -0.000726            7.200000
2018012003            0.000000           25.000000         -999.000000           -0.000726            7.200000
2018012004            0.000000           25.000000         -999.000000           -0.000726            7.200000
2018012005            0.000000           25.000000         -999.000000           -0.000726            7.200000
2018012006            0.000000           25.000000         -999.000000           -0.000726            7.200000
2018012007            0.000000           25.000000         -999.000000           -0.000726            7.200000
2018012008            0.000000           25.000000         -999.000000           -0.000726            7.200000
2018012009            0.000000           25.000000         -999.000000           -0.000726            7.200000
2018012010            0.000000           25.000000         -999.000000           -0.000726            7.200000
2018012011            0.000000           25.000000         -999.000000           -0.000726            7.200000
2018012012            0.000000           25.000000         -999.000000           -0.000726            7.200000
2018012013            0.000000           25.000000         -999.000000           -0.000726            7.200000
2018012014            0.000000           25.000000         -999.000000           -0.000726            7.200000
2018012015            0.000000           25.000000         -999.000000           -0.000726            7.200000
2018012016            0.000000           25.000000         -999.000000           -0.000726            7.200000
2018012017            0.000000           25.000000         -999.000000           -0.000726            7.200000
2018012018            0.000000           25.000000         -999.000000           -0.000726            7.200000
2018012019            0.000000           25.000000         -999.000000           -0.000726            7.200000
2018012020            0.000000           25.000000         -999.000000           -0.000726            7.200000
2018012021            0.000000           25.000000         -999.000000           -0.000726            7.200000
2018012022            0.000000           25.000000         -999.000000           -0.000726            7.200000
2018012023            0.000000           25.000000         -999.000000           -0.000726            7.200000
2018012024            0.000000           25.000000         -999.000000           -0.000726            7.200000
2018012101            0.000000           25.000000         -999.000000           -0.000726            7.200000
2018012102            0.000000           25.000000         -999.000000           -0.000726            7.200000
2018012103            0.000000           25.000000         -999.000000           -0.000726            7.200000
2018012104            0.000000           25.000000         -999.000000           -0.000726            7.200000
2018012105            0.000000           25.000000         -999.000000           -0.000726            7.200000
2018012106            0.000000           25.000000         -999.000000           -0.000726            7.200000
2018012107            0.000000           25.000000         -999.000000           -0.000726            7.200000
2018012108            0.000000           25.000000         -999.000000           -0.000726            7.200000
2018012109            0.000000           25.000000         -999.000000           -0.000726            7.200000
2018012110            0.000000           25.000000         -999.000000           -0.000726            7.200000
2018012111            0.000000           25.000000         -999.000000           -0.000726            7.200000
2018012112            0.000000           25.000000         -999.000000           -0.000726            7.200000
2018012113            0.000000           25.000000         -999.000000           -0.000726            7.200000
2018012114            0.000000           25.000000         -999.000000           -0.000726            7.200000
2018012115            0.000000           25.000000         -999.000000           -0.000726            7.200000
2018012116            0.000000           25.000000         -999.000000           -0.000726            7.200000
2018012117            0.000000           25.000000         -999.000000           -0.000726            7.200000
2018012118            0.000000           25.000000         -999.000000           -0.000726            7.200000
2018012119            0.000000           25.000000         -999.000000           -0.000726            7.200000
2018012120            0.000000           25.000000         -999.000000           -0.000726            7.200000
2018012121            0.000000           25.000000         -999.000000           -0.000726            7.200000
2018012122            0.000000           25.000000         -999.000000           -0.000726            7.200000
2018012123            0.000000           25.000000         -999.000000           -0.000726            7.200000
2018012124            0.000000           25.000000         -999.000000           -0.000726            7.200000
2018012201            0.000000           25.000000         -999.000000           -0.000726            7.200000
2018012202            0.000000           25.000000         -999.000000           -0.000726            7.200000
2018012203            0.000000           25.000000         -999.000000           -0.000726            7.200000
2018012204            0.000000           25.000000         -999.000000           -0.000726            7.200000
2018012205            0.000000           25.000000         -999.000000           -0.000726            7.200000
2018012206            0.000000           25.000000         -999.000000           -0.000726            7.200000
2018012207            0.000000           25.000000         -999.000000           -0.000726            7.200000
2018012208            0.000000           25.000000         -999.000000           -0.000726            7.200000
2018012209            0.000000           25.000000         -999.000000           -0.000726            7.200000
2018012210            0.000000           25.000000         -999.000000           -0.000726            7.200000
2018012211            0.000000           25.000000         -999.000000           -0.000726            7.200000
2018012212            0.000000           25.000000         -999.000000           -0.000726            7.200000
2018012213            0.000000           25.000000         -999.000000           -0.000726            7.200000
2018012214            0.000000           25.000000         -999.000000           -0.000726            7.200000
2018012215            0.000000           25.000000         -999.000000           -0.000726            7.200000
2018012216            0.000000           25.000000         -999.000000           -0.000726            7.200000
2018012217            0.000000           25.000000         -999.000000           -0.000726            7.200000
2018012218            0.000000           25.000000         -999.000000           -0.000726            7.200000
2018012219            0.000000           25.000000         -999.000000           -0.000726            7.200000
2018012220            0.000000           25.000000         -999.000000           -0.000726            7.200000
2018012221            0.000000           25.000000         -999.000000           -0.000726            7.200000
2018012222            0.000000           25.000000         -999.000000           -0.000726            7.200000
2018012223            0.000000           25.000000         -999.000000           -0.000726            7.200000
2018012224            0.000000           25.000000         -999.000000           -0.000726            7.200000
2018012301            0.000000           25.000000         -999.000000           -0.000726            7.200000
2018012302            0.000000           25.000000         -999.000000           -0.000726            7.200000
2018012303            0.000000           25.000000         -999.000000           -0.000726            7.200000
2018012304            0.000000           25.000000         -999.000000           -0.000726            7.200000
2018012305            0.000000           25.000000         -999.000000           -0.000726            7.200000
2018012306            0.000000           25.000000         -999.000000           -0.000726            7.200000
2018012307            0.000000           25.000000         -999.000000           -0.000726            7.200000
2018012308            0.000000           25.000000         -999.000000           -0.000726            7.200000
2018012309            0.000000           25.000000         -999.000000           -0.000726            7.200000
2018012310            0.000000           25.000000         -999.000000           -0.000726            7.200000
2018012311            0.000000           25.000000         -999.000000           -0.000726            7.200000
2018012312            0.000000           25.000000         -999.000000           -0.000726            7.200000
2018012313            0.000000           25.000000         -999.000000           -0.000726            7.200000
2018012314            0.000000           25.000000         -999.000000           -0.000726            7.200000
2018012315            0.000000           25.000000         -999.000000           -0.000726            7.200000
2018012316            0.000000           25.000000         -999.000000           -0.000726            7.200000
2018012317            0.000000           25.000000         -999.000000           -0.000726            7.200000
2018012318            0.000000           25.000000         -999.000000           -0.000726            7.200000
2018012319            0.000000           25.000000         -999.000000           -0.000726            7.200000
2018012320            0.000000           25.000000         -999.000000           -0.000726            7.200000
2018012321            0.000000           25.000000         -999.000000           -0.000726            7.200000
2018012322            0.000000           25.000000         -999.000000           -0.000726            7.200000
2018012323            0.000000           25.000000         -999.000000           -0.000726            7.200000
2018012324            0.000000           25.000000         -999.000000           -0.000726            7.200000
2018012401            0.000000           25.000000         -999.000000           -0.000726            7.200000
2018012402            0.000000           25.000000         -999.000000           -0.000726            7.200000
2018012403            0.000000           25.000000         -999.000000           -0.000726            7.200000
2018012404            0.000000           25.000000         -999.000000           -0.000726            7.200000
2018012405            0.000000           25.000000         -999.000000           -0.000726            7.200000
2018012406            0.000000           25.000000         -999.000000           -0.000726            7.200000
2018012407            0.000000           25.000000         -999.000000           -0.000726            7.200000
2018012408            0.000000           25.000000         -999.000000           -0.000726            7.200000
2018012409            0.000000           25.000000         -999.000000           -0.000726            7.200000
2018012410            0.000000           25.000000         -999.000000           -0.000726            7.200000
2018012411            0.000000           25.000000         -999.000000           -0.000726            7.200000
2018012412            0.000000           25.000000         -999.000000           -0.000726            7.200000
2018012413            0.000000           25.000000         -999.000000           -0.000726            7.200000
2018012414            0.000000           25.000000         -999.000000           -0.000726            7.200000
2018012415            0.000000           25.000000         -999.000000           -0.000726            7.200000
2018012416            0.000000           25.000000         -999.000000           -0.000726            7.200000
2018012417            0.000000           25.000000         -999.000000           -0.000726            7.200000
2018012418            0.000000           25.000000         -999.000000           -0.000726            7.200000
2018012419            0.000000           25.000000         -999.000000           -0.000726            7.200000
2018012420            0.000000           25.000000         -999.000000           -0.000726            7.200000
2018012421            0.000000           25.000000         -999.000000           -0.000726            7.200000
2018012422            0.000000           25.000000         -999.000000           -0.000726            7.200000
2018012423            0.000000           25.000000         -999.000000           -0.000726            7.200000
2018012424            0.000000           25.000000         -999.000000           -0.000726            7.200000
2018012501            0.000000           25.000000         -999.000000           -0.000726            7.200000
2018012502            0.000000           25.000000         -999.000000           -0.000726            7.200000
2018012503            0.000000           25.000000         -999.000000           -0.000726            7.200000
2018012504            0.000000           25.000000         -999.000000           -0.000726            7.200000
2018012505            0.000000           25.000000         -999.000000           -0.000726            7.200000
2018012506            0.000000           25.000000         -999.000000           -0.000726            7.200000
2018012507            0.000000           25.000000         -999.000000           -0.000726            7.200000
2018012508            0.000000           25.000000         -999.000000           -0.000726            7.200000
2018012509            0.000000           25.000000         -999.000000           -0.000726            7.200000
2018012510            0.000000           25.000000         -999.000000           -0.000726            7.200000
2018012511            0.000000           25.000000         -999.000000           -0.000726            7.200000
2018012512            0.000000           25.000000         -999.000000           -0.000726            7.200000
2018012513            0.000000           25.000000         -999.000000           -0.000726            7.200000
2018012514            0.000000           25.000000         -999.000000           -0.000726            7.200000
2018012515            0.000000           25.000000         -999.000000           -0.000726            7.200000
2018012516            0.000000           25.000000         -999.000000           -0.000726            7.200000
2018012517            0.000000           25.000000         -999.000000           -0.000726            7.200000
2018012518            0.000000           25.000000         -999.000000           -0.000726            7.200000
2018012519            0.000000           25.000000         -999.000000           -0.000726            7.200000
2018012520            0.000000           25.000000         -999.000000           -0.000726            7.200000
2018012521            0.000000           25.000000         -999.000000           -0.000726            7.200000
2018012522            0.000000           25.000000         -999.000000           -0.000726            7.200000
2018012523            0.000000           25.000000         -999.000000           -0.000726            7.200000
2018012524            0.000000           25.000000         -999.000000           -0.000726            7.200000
2018012601            0.000000           25.000000         -999.000000           -0.000726            7.200000
2018012602            0.000000           25.000000         -999.000000           -0.000726            7.200000
2018012603            0.000000           25.000000         -999.000000           -0.000726            7.200000
2018012604            0.000000           25.000000         -999.000000           -0.000726            7.200000
2018012605            0.000000           25.000000         -999.000000           -0.000726            7.200000
2018012606            0.000000           25.000000         -999.000000           -0.000726            7.200000
2018012607            0.000000           25.000000         -999.000000           -0.000726            7.200000
2018012608            0.000000           25.000000         -999.000000           -0.000726            7.200000
2018012609            0.000000           25.000000         -999.000000           -0.000726            7.200000
2018012610            0.000000           25.000000         -999.000000           -0.000726            7.200000
2018012611            0.000000           25.000000         -999.000000           -0.000726            7.200000
2018012612            0.000000           25.000000         -999.000000           -0.000726            7.200000
2018012613            0.000000           25.000000         -999.000000           -0.000726            7.200000
2018012614            0.000000           25.000000         -999.000000           -0.000726            7.200000
2018012615            0.000000           25.000000         -999.000000           -0.000726            7.200000
2018012616            0.000000           25.000000         -999.000000           -0.000726            7.200000
2018012617            0.000000           25.000000         -999.000000           -0.000726            7.200000
2018012618            0.000000           25.000000         -999.000000           -0.000726            7.200000
2018012619            0.000000           25.000000         -999.000000           -0.000726            7.200000
2018012620            0.000000           25.000000         -999.000000           -0.000726            7.200000
2018012621            0.000000           25.000000         -999.000000           -0.000726            7.200000
2018012622            0.000000           25.000000         -999.000000           -0.000726            7.200000
2018012623            0.000000           25.000000         -999.000000           -0.000726            7.200000
2018012624            0.000000           25.000000         -999.000000           -0.000726            7.200000
2018012701            0.000000           25.000000         -999.000000           -0.000726            7.200000
2018012702            0.000000           25.000000         -999.000000           -0.000726            7.200000
2018012703            0.000000           25.000000         -999.000000           -0.000726            7.200000
2018012704            0.000000           25.000000         -999.000000           -0.000726            7.200000
2018012705            0.000000           25.000000         -999.000000           -0.000726            7.200000
2018012706            0.000000           25.000000         -999.000000           -0.000726            7.200000
2018012707            0.000000           25.000000         -999.000000           -0.000726            7.200000
2018012708            0.000000           25.000000         -999.000000           -0.000726            7.200000
2018012709            0.000000           25.000000         -999.000000           -0.000726            7.200000
2018012710            0.000000           25.000000         -999.000000           -0.000726            7.200000
2018012711            0.000000           25.000000         -999.000000           -0.000726            7.200000
2018012712            0.000000           25.000000         -999.000000           -0.000726            7.200000
2018012713            0.000000           25.000000         -999.000000           -0.000726            7.200000
2018012714            0.000000           25.000000         -999.000000           -0.000726            7.200000
2018012715            0.000000           25.000000         -999.000000           -0.000726            7.200000
2018012716            0.000000           25.000000         -999.000000           -0.000726            7.200000
2018012717            0.000000           25.000000         -999.000000           -0.000726            7.200000
2018012718            0.000000           25.000000         -999.000000           -0.000726            7.200000
2018012719            0.000000           25.000000         -999.000000           -0.000726            7.200000
2018012720            0.000000           25.000000         -999.000000           -0.000726            7.200000
2018012721            0.000000           25.000000         -999.000000           -0.000726            7.200000
2018012722            0.000000           25.000000         -999.000000           -0.000726            7.200000
2018012723            0.000000           25.000000         -999.000000           -0.000726            7.200000
2018012724            0.000000           25.000000         -999.000000           -0.000726            7.200000
2018012801            0.000000           25.000000         -999.000000           -0.000726            7.200000
2018012802            0.000000           25.000000         -999.000000           -0.000726            7.200000
2018012803            0.000000           25.000000         -999.000000           -0.000726            7.200000
2018012804            0.000000           25.000000         -999.000000           -0.000726            7.200000
2018012805            0.000000           25.000000         -999.000000           -0.000726            7.200000
2018012806            0.000000           25.000000         -999.000000           -0.000726            7.200000
2018012807            0.000000           25.000000         -999.000000           -0.000726            7.200000
2018012808            0.000000           25.000000         -999.000000           -0.000726            7.200000
2018012809            0.000000           25.000000         -999.000000           -0.000726            7.200000
2018012810            0.000000           25.000000         -999.000000           -0.000726            7.200000
2018012811            0.000000           25.000000         -999.000000           -0.000726            7.200000
2018012812            0.000000           25.000000         -999.000000           -0.000726            7.200000
2018012813            0.000000           25.000000         -999.000000           -0.000726            7.200000
2018012814            0.000000           25.000000         -999.000000           -0.000726            7.200000
2018012815            0.000000           25.000000         -999.000000           -0.000726            7.200000
2018012816            0.000000           25.000000         -999.000000           -0.000726            7.200000
2018012817            0.000000           25.000000         -999.000000           -0.000726            7.200000
2018012818            0.000000           25.000000         -999.000000           -0.000726            7.200000
2018012819            0.000000           25.000000         -999.000000           -0.000726            7.200000
2018012820            0.000000           25.000000         -999.000000           -0.000726            7.200000
2018012821            0.000000           25.000000         -999.000000           -0.000726            7.200000
2018012822            0.000000           25.000000         -999.000000           -0.000726            7.200000
2018012823            0.000000           25.000000         -999.000000           -0.000726            7.200000
2018012824            0.000000           25.000000         -999.000000           -0.000726            7.200000
2018012901            0.000000           25.000000         -999.000000           -0.000726            7.200000
2018012902            0.000000           25.000000         -999.000000           -0.000726            7.200000
2018012903            0.000000           25.000000         -999.000000           -0.000726            7.200000
2018012904            0.000000           25.000000         -999.000000           -0.000726            7.200000
2018012905            0.000000           25.000000         -999.000000           -0.000726            7.200000
2018012906            0.000000           25.000000         -999.000000           -0.000726            7.200000
2018012907            0.000000           25.000000         -999.000000           -0.000726            7.200000
2018012908            0.000000           25.000000         -999.000000           -0.000726            7.200000
2018012909            0.000000           25.000000         -999.000000           -0.000726            7.200000
2018012910            0.000000           25.000000         -999.000000           -0.000726            7.200000
2018012911            0.000000           25.000000         -999.000000           -0.000726            7.200000
2018012912            0.000000           25.000000         -999.000000           -0.000726            7.200000
2018012913            0.000000           25.000000         -999.000000           -0.000726            7.200000
2018012914            0.000000           25.000000         -999.000000           -0.000726            7.200000
2018012915            0.000000           25.000000         -999.000000           -0.000726            7.200000
2018012916            0.000000           25.000000         -999.000000           -0.000726            7.200000
2018012917            0.000000           25.000000         -999.000000           -0.000726            7.200000
2018012918            0.000000           25.000000         -999.000000           -0.000726            7.200000
2018012919            0.000000           25.000000         -999.000000           -0.000726            7.200000
2018012920            0.000000           25.000000         -999.000000           -0.000726            7.200000
2018012921            0.000000           25.000000         -999.000000           -0.000726            7.200000
2018012922            0.000000           25.000000         -999.000000           -0.000726            7.200000
2018012923            0.000000           25.000000         -999.000000           -0.000726            7.200000
2018012924            0.000000           25.000000         -999.000000           -0.000726            7.200000
2018013001            0.000000           25.000000         -999.000000           -0.000726            7.200000
2018013002            0.000000           25.000000         -999.000000           -0.000726            7.200000
2018013003            0.000000           25.000000         -999.000000           -0.000726            7.200000
2018013004            0.000000           25.000000         -999.000000           -0.000726            7.200000
2018013005            0.000000           25.000000         -999.000000           -0.000726            7.200000
2018013006            0.000000           25.000000         -999.000000           -0.000726            7.200000
2018013007            0.000000           25.000000         -999.000000           -0.000726            7.200000
2018013008            0.000000           25.000000         -999.000000           -0.000726            7.200000
2018013009            0.000000           25.000000         -999.000000           -0.000726            7.200000
2018013010            0.000000           25.000000         -999.000000           -0.000726            7.200000
2018013011            0.000000           25.000000         -999.000000           -0.000726            7.200000
2018013012            0.000000           25.000000         -999.000000           -0.000726            7.200000
2018013013            0.000000           25.000000         -999.000000           -0.000726            7.200000
2018013014            0.000000           25.000000         -999.000000           -0.000726            7.200000
2018013015            0.000000           25.000000         -999.000000           -0.000726            7.200000
2018013016            0.000000           25.000000         -999.000000           -0.000726            7.200000
2018013017            0.000000           25.000000         -999.000000           -0.000726            7.200000
2018013018            0.000000           25.000000         -999.000000           -0.000726            7.200000
2018013019            0.000000           25.000000         -999.000000           -0.000726            7.200000
2018013020            0.000000           25.000000         -999.000000           -0.000726            7.200000
2018013021            0.000000           25.000000         -999.000000           -0.000726            7.200000
2018013022            0.000000           25.000000         -999.000000           -0.000726            7.200000
2018013023            0.000000           25.000000         -999.000000           -0.000726            7.200000
2018013024            0.000000           25.000000         -999.000000           -0.000726            7.200000
2018013101            0.000000           25.000000         -999.000000           -0.000726            7.200000
2018013102            0.000000           25.000000         -999.000000           -0.000726            7.200000
2018013103            0.000000           25.000000         -999.000000           -0.000726            7.200000
2018013104            0.000000           25.000000         -999.000000           -0.000726            7.200000
2018013105            0.000000           25.000000         -999.000000           -0.000726            7.200000
2018013106            0.000000           25.000000         -999.000000           -0.000726            7.200000
2018013107            0.000000           25.000000         -999.000000           -0.000726            7.200000
2018013108            0.000000           25.000000         -999.000000           -0.000726            7.200000
2018013109            0.000000           25.000000         -999.000000           -0.000726            7.200000
2018013110            0.000000           25.000000         -999.000000           -0.000726            7.200000
2018013111            0.000000           25.000000         -999.000000           -0.000726            7.200000
2018013112            0.000000           25.000000         -999.000000           -0.000726            7.200000
2018013113            0.000000           25.000000         -999.000000           -0.000726            7.200000
2018013114            0.000000           25.000000         -999.000000           -0.000726            7.200000
2018013115            0.000000           25.000000         -999.000000           -0.000726            7.200000
2018013116            0.000000           25.000000         -999.000000           -0.000726            7.200000
2018013117            0.000000           25.000000         -999.000000           -0.000726            7.200000
2018013118            0.000000           25.000000         -999.000000           -0.000726            7.200000
2018013119            0.000000           25.000000         -999.000000           -0.000726            7.200000
2018013120            0.000000           25.000000         -999.000000           -0.000726            7.200000
2018013121            0.000000           25.000000         -999.000000           -0.000726            7.200000
2018013122            0.000000           25.000000         -999.000000           -0.000726            7.200000
2018013123            0.000000           25.000000         -999.000000           -0.000726            7.200000
2018013124            0.000000           25.000000         -999.000000           -0.000726            7.200000
