 SCE-UA Results from Multiple Runs:

         LF0          r0         VP1         VP2          VM         KP1         KP2          KM        Qmax         Kba        Kdes          rE         pEP        fpEM          fD          gD          Vg       alpha          KD          Yg        Ygsl        wdie       gamma        beta       WPA2D         tau       wdorm |  CRITERION    OBJ-1:         0
    0.300000    0.100000   75.000000   75.000000   75.000000  100.000000    6.000000  492.000000    2.500000    6.000000    0.006000    0.010000    0.031701    0.250414    0.100001    0.286523    0.049821    0.297606    0.499857    0.599984    0.010000    1.200000    1.000000    0.001000    0.400000    0.250000    4.000000 |     0.3003    0.2472    0.3535
    0.300000    0.100000   75.000000   75.000000   75.000000  100.000000    6.000000  492.000000    2.500000    6.000000    0.006000    0.010000    0.031720    0.250368    0.100024    0.074968    0.049994    0.296161    0.499888    0.599974    0.010000    1.200000    1.000000    0.001000    0.400000    0.250000    4.000000 |     0.3002    0.2472    0.3533
    0.300000    0.100000   75.000000   75.000000   75.000000  100.000000    6.000000  492.000000    2.500000    6.000000    0.006000    0.010000    0.027003    0.250153    0.100029    0.532047    0.049994    0.312999    0.499347    0.599984    0.010000    1.200000    1.000000    0.001000    0.400000    0.250000    4.000000 |     0.2999    0.2577    0.3422
    0.300000    0.100000   75.000000   75.000000   75.000000  100.000000    6.000000  492.000000    2.500000    6.000000    0.006000    0.010000    0.026903    0.251307    0.100109    0.903469    0.049899    0.314115    0.499939    0.599956    0.010000    1.200000    1.000000    0.001000    0.400000    0.250000    4.000000 |     0.3000    0.2576    0.3425
    0.300000    0.100000   75.000000   75.000000   75.000000  100.000000    6.000000  492.000000    2.500000    6.000000    0.006000    0.010000    0.027018    0.250341    0.100008    0.107933    0.049986    0.313167    0.499727    0.599983    0.010000    1.200000    1.000000    0.001000    0.400000    0.250000    4.000000 |     0.2999    0.2575    0.3423
    0.300000    0.100000   75.000000   75.000000   75.000000  100.000000    6.000000  492.000000    2.500000    6.000000    0.006000    0.010000    0.029615    0.250076    0.100005    0.877590    0.049985    0.303344    0.499917    0.599827    0.010000    1.200000    1.000000    0.001000    0.400000    0.250000    4.000000 |     0.3001    0.2515    0.3487
    0.300000    0.100000   75.000000   75.000000   75.000000  100.000000    6.000000  492.000000    2.500000    6.000000    0.006000    0.010000    0.028487    0.250345    0.100017    0.079679    0.049952    0.307853    0.499996    0.599987    0.010000    1.200000    1.000000    0.001000    0.400000    0.250000    4.000000 |     0.3000    0.2539    0.3462
    0.300000    0.100000   75.000000   75.000000   75.000000  100.000000    6.000000  492.000000    2.500000    6.000000    0.006000    0.010000    0.027083    0.250054    0.100028    0.890966    0.049984    0.312914    0.499925    0.599874    0.010000    1.200000    1.000000    0.001000    0.400000    0.250000    4.000000 |     0.2999    0.2573    0.3425
    0.300000    0.100000   75.000000   75.000000   75.000000  100.000000    6.000000  492.000000    2.500000    6.000000    0.006000    0.010000    0.016449    0.254384    0.100039    0.195174    0.049318    0.368773    0.499914    0.599871    0.010000    1.200000    1.000000    0.001000    0.400000    0.250000    4.000000 |     0.3044    0.2972    0.3116
    0.300000    0.100000   75.000000   75.000000   75.000000  100.000000    6.000000  492.000000    2.500000    6.000000    0.006000    0.010000    0.026784    0.250219    0.100022    0.818918    0.049994    0.313691    0.499940    0.599985    0.010000    1.200000    1.000000    0.001000    0.400000    0.250000    4.000000 |     0.2999    0.2575    0.3423
    0.300000    0.100000   75.000000   75.000000   75.000000  100.000000    6.000000  492.000000    2.500000    6.000000    0.006000    0.010000    0.026906    0.250391    0.100021    0.027150    0.049990    0.313471    0.499977    0.599992    0.010000    1.200000    1.000000    0.001000    0.400000    0.250000    4.000000 |     0.2999    0.2575    0.3423
    0.300000    0.100000   75.000000   75.000000   75.000000  100.000000    6.000000  492.000000    2.500000    6.000000    0.006000    0.010000    0.027593    0.250671    0.100011    0.023181    0.049997    0.310919    0.499981    0.600000    0.010000    1.200000    1.000000    0.001000    0.400000    0.250000    4.000000 |     0.2999    0.2560    0.3439
    0.300000    0.100000   75.000000   75.000000   75.000000  100.000000    6.000000  492.000000    2.500000    6.000000    0.006000    0.010000    0.025925    0.250249    0.100005    0.614588    0.049985    0.315128    0.500000    0.599909    0.010000    1.200000    1.000000    0.001000    0.400000    0.250000    4.000000 |     0.3000    0.2573    0.3426
    0.300000    0.100000   75.000000   75.000000   75.000000  100.000000    6.000000  492.000000    2.500000    6.000000    0.006000    0.010000    0.021560    0.250255    0.100236    0.087421    0.049999    0.333118    0.499962    0.599901    0.010000    1.200000    1.000000    0.001000    0.400000    0.250000    4.000000 |     0.3013    0.2711    0.3314
