MMDDHH	SIN_mg/cm3/h	STP_oC	SWC	SWP_MPa	pH
012807	0	25	0.245	-0.000726	7.3
012808	0	25	0.245	-0.000726	7.3
012809	0	25	0.245	-0.000726	7.3
012810	0	25	0.245	-0.000726	7.3
012811	0	25	0.245	-0.000726	7.3
012812	0	25	0.245	-0.000726	7.3
012813	0	25	0.245	-0.000726	7.3
012814	0	25	0.245	-0.000726	7.3
012815	0	25	0.245	-0.000726	7.3
012816	0	25	0.245	-0.000726	7.3
012817	0	25	0.245	-0.000726	7.3
012818	0	25	0.245	-0.000726	7.3
012819	0	25	0.245	-0.000726	7.3
012820	0	25	0.245	-0.000726	7.3
012821	0	25	0.245	-0.000726	7.3
012822	0	25	0.245	-0.000726	7.3
012823	0	25	0.245	-0.000726	7.3
012824	0	25	0.245	-0.000726	7.3
012901	0	25	0.245	-0.000726	7.3
012902	0	25	0.245	-0.000726	7.3
012903	0	25	0.245	-0.000726	7.3
012904	0	25	0.245	-0.000726	7.3
012905	0	25	0.245	-0.000726	7.3
012906	0	25	0.245	-0.000726	7.3
012907	0	25	0.245	-0.000726	7.3
012908	0	25	0.245	-0.000726	7.3
012909	0	25	0.245	-0.000726	7.3
012910	0	25	0.245	-0.000726	7.3
012911	0	25	0.245	-0.000726	7.3
012912	0	25	0.245	-0.000726	7.3
012913	0	25	0.245	-0.000726	7.3
012914	0	25	0.245	-0.000726	7.3
012915	0	25	0.245	-0.000726	7.3
012916	0	25	0.245	-0.000726	7.3
012917	0	25	0.245	-0.000726	7.3
012918	0	25	0.245	-0.000726	7.3
012919	0	25	0.245	-0.000726	7.3
012920	0	25	0.245	-0.000726	7.3
012921	0	25	0.245	-0.000726	7.3
012922	0	25	0.245	-0.000726	7.3
012923	0	25	0.245	-0.000726	7.3
012924	0	25	0.245	-0.000726	7.3
013001	0	25	0.245	-0.000726	7.3
013002	0	25	0.245	-0.000726	7.3
013003	0	25	0.245	-0.000726	7.3
013004	0	25	0.245	-0.000726	7.3
013005	0	25	0.245	-0.000726	7.3
013006	0	25	0.245	-0.000726	7.3
013007	0	25	0.245	-0.000726	7.3
013008	0	25	0.245	-0.000726	7.3
013009	0	25	0.245	-0.000726	7.3
013010	0	25	0.245	-0.000726	7.3
013011	0	25	0.245	-0.000726	7.3
013012	0	25	0.245	-0.000726	7.3
013013	0	25	0.245	-0.000726	7.3
013014	0	25	0.245	-0.000726	7.3
013015	0	25	0.245	-0.000726	7.3
013016	0	25	0.245	-0.000726	7.3
013017	0	25	0.245	-0.000726	7.3
013018	0	25	0.245	-0.000726	7.3
013019	0	25	0.245	-0.000726	7.3
013020	0	25	0.245	-0.000726	7.3
013021	0	25	0.245	-0.000726	7.3
013022	0	25	0.245	-0.000726	7.3
013023	0	25	0.245	-0.000726	7.3
013024	0	25	0.245	-0.000726	7.3
013101	0	25	0.245	-0.000726	7.3
013102	0	25	0.245	-0.000726	7.3
013103	0	25	0.245	-0.000726	7.3
013104	0	25	0.245	-0.000726	7.3
013105	0	25	0.245	-0.000726	7.3
013106	0	25	0.245	-0.000726	7.3
013107	0	25	0.245	-0.000726	7.3
013108	0	25	0.245	-0.000726	7.3
013109	0	25	0.245	-0.000726	7.3
013110	0	25	0.245	-0.000726	7.3
013111	0	25	0.245	-0.000726	7.3
013112	0	25	0.245	-0.000726	7.3
013113	0	25	0.245	-0.000726	7.3
013114	0	25	0.245	-0.000726	7.3
013115	0	25	0.245	-0.000726	7.3
013116	0	25	0.245	-0.000726	7.3
013117	0	25	0.245	-0.000726	7.3
013118	0	25	0.245	-0.000726	7.3
013119	0	25	0.245	-0.000726	7.3
013120	0	25	0.245	-0.000726	7.3
013121	0	25	0.245	-0.000726	7.3
013122	0	25	0.245	-0.000726	7.3
013123	0	25	0.245	-0.000726	7.3
013124	0	25	0.245	-0.000726	7.3
020101	0	25	0.245	-0.000726	7.3
020102	0	25	0.245	-0.000726	7.3
020103	0	25	0.245	-0.000726	7.3
020104	0	25	0.245	-0.000726	7.3
020105	0	25	0.245	-0.000726	7.3
020106	0	25	0.245	-0.000726	7.3
020107	0	25	0.245	-0.000726	7.3
020108	0	25	0.245	-0.000726	7.3
020109	0	25	0.245	-0.000726	7.3
020110	0	25	0.245	-0.000726	7.3
020111	0	25	0.245	-0.000726	7.3
020112	0	25	0.245	-0.000726	7.3
020113	0	25	0.245	-0.000726	7.3
020114	0	25	0.245	-0.000726	7.3
020115	0	25	0.245	-0.000726	7.3
020116	0	25	0.245	-0.000726	7.3
020117	0	25	0.245	-0.000726	7.3
020118	0	25	0.245	-0.000726	7.3
020119	0	25	0.245	-0.000726	7.3
020120	0	25	0.245	-0.000726	7.3
020121	0	25	0.245	-0.000726	7.3
020122	0	25	0.245	-0.000726	7.3
020123	0	25	0.245	-0.000726	7.3
020124	0	25	0.245	-0.000726	7.3
020201	0	25	0.245	-0.000726	7.3
020202	0	25	0.245	-0.000726	7.3
020203	0	25	0.245	-0.000726	7.3
020204	0	25	0.245	-0.000726	7.3
020205	0	25	0.245	-0.000726	7.3
020206	0	25	0.245	-0.000726	7.3
020207	0	25	0.245	-0.000726	7.3
020208	0	25	0.245	-0.000726	7.3
020209	0	25	0.245	-0.000726	7.3
020210	0	25	0.245	-0.000726	7.3
020211	0	25	0.245	-0.000726	7.3
020212	0	25	0.245	-0.000726	7.3
020213	0	25	0.245	-0.000726	7.3
020214	0	25	0.245	-0.000726	7.3
020215	0	25	0.245	-0.000726	7.3
020216	0	25	0.245	-0.000726	7.3
020217	0	25	0.245	-0.000726	7.3
020218	0	25	0.245	-0.000726	7.3
020219	0	25	0.245	-0.000726	7.3
020220	0	25	0.245	-0.000726	7.3
020221	0	25	0.245	-0.000726	7.3
020222	0	25	0.245	-0.000726	7.3
020223	0	25	0.245	-0.000726	7.3
020224	0	25	0.245	-0.000726	7.3
020301	0	25	0.245	-0.000726	7.3
020302	0	25	0.245	-0.000726	7.3
020303	0	25	0.245	-0.000726	7.3
020304	0	25	0.245	-0.000726	7.3
020305	0	25	0.245	-0.000726	7.3
020306	0	25	0.245	-0.000726	7.3
020307	0	25	0.245	-0.000726	7.3
020308	0	25	0.245	-0.000726	7.3
020309	0	25	0.245	-0.000726	7.3
020310	0	25	0.245	-0.000726	7.3
020311	0	25	0.245	-0.000726	7.3
020312	0	25	0.245	-0.000726	7.3
020313	0	25	0.245	-0.000726	7.3
020314	0	25	0.245	-0.000726	7.3
020315	0	25	0.245	-0.000726	7.3
020316	0	25	0.245	-0.000726	7.3
020317	0	25	0.245	-0.000726	7.3
020318	0	25	0.245	-0.000726	7.3
020319	0	25	0.245	-0.000726	7.3
020320	0	25	0.245	-0.000726	7.3
020321	0	25	0.245	-0.000726	7.3
020322	0	25	0.245	-0.000726	7.3
020323	0	25	0.245	-0.000726	7.3
020324	0	25	0.245	-0.000726	7.3
020401	0	25	0.245	-0.000726	7.3
020402	0	25	0.245	-0.000726	7.3
020403	0	25	0.245	-0.000726	7.3
020404	0	25	0.245	-0.000726	7.3
020405	0	25	0.245	-0.000726	7.3
020406	0	25	0.245	-0.000726	7.3
020407	0	25	0.245	-0.000726	7.3
020408	0	25	0.245	-0.000726	7.3
020409	0	25	0.245	-0.000726	7.3
020410	0	25	0.245	-0.000726	7.3
020411	0	25	0.245	-0.000726	7.3
020412	0	25	0.245	-0.000726	7.3
020413	0	25	0.245	-0.000726	7.3
020414	0	25	0.245	-0.000726	7.3
020415	0	25	0.245	-0.000726	7.3
020416	0	25	0.245	-0.000726	7.3
020417	0	25	0.245	-0.000726	7.3
020418	0	25	0.245	-0.000726	7.3
020419	0	25	0.245	-0.000726	7.3
020420	0	25	0.245	-0.000726	7.3
020421	0	25	0.245	-0.000726	7.3
020422	0	25	0.245	-0.000726	7.3
020423	0	25	0.245	-0.000726	7.3
020424	0	25	0.245	-0.000726	7.3
020501	0	25	0.245	-0.000726	7.3
020502	0	25	0.245	-0.000726	7.3
020503	0	25	0.245	-0.000726	7.3
020504	0	25	0.245	-0.000726	7.3
020505	0	25	0.245	-0.000726	7.3
020506	0	25	0.245	-0.000726	7.3
020507	0	25	0.245	-0.000726	7.3
020508	0	25	0.245	-0.000726	7.3
020509	0	25	0.245	-0.000726	7.3
020510	0	25	0.245	-0.000726	7.3
020511	0	25	0.245	-0.000726	7.3
020512	0	25	0.245	-0.000726	7.3
020513	0	25	0.245	-0.000726	7.3
020514	0	25	0.245	-0.000726	7.3
020515	0	25	0.245	-0.000726	7.3
020516	0	25	0.245	-0.000726	7.3
020517	0	25	0.245	-0.000726	7.3
020518	0	25	0.245	-0.000726	7.3
020519	0	25	0.245	-0.000726	7.3
020520	0	25	0.245	-0.000726	7.3
020521	0	25	0.245	-0.000726	7.3
020522	0	25	0.245	-0.000726	7.3
020523	0	25	0.245	-0.000726	7.3
020524	0	25	0.245	-0.000726	7.3
020601	0	25	0.245	-0.000726	7.3
020602	0	25	0.245	-0.000726	7.3
020603	0	25	0.245	-0.000726	7.3
020604	0	25	0.245	-0.000726	7.3
020605	0	25	0.245	-0.000726	7.3
020606	0	25	0.245	-0.000726	7.3
020607	0	25	0.245	-0.000726	7.3
020608	0	25	0.245	-0.000726	7.3
020609	0	25	0.245	-0.000726	7.3
020610	0	25	0.245	-0.000726	7.3
020611	0	25	0.245	-0.000726	7.3
020612	0	25	0.245	-0.000726	7.3
020613	0	25	0.245	-0.000726	7.3
020614	0	25	0.245	-0.000726	7.3
020615	0	25	0.245	-0.000726	7.3
020616	0	25	0.245	-0.000726	7.3
020617	0	25	0.245	-0.000726	7.3
020618	0	25	0.245	-0.000726	7.3
020619	0	25	0.245	-0.000726	7.3
020620	0	25	0.245	-0.000726	7.3
020621	0	25	0.245	-0.000726	7.3
020622	0	25	0.245	-0.000726	7.3
020623	0	25	0.245	-0.000726	7.3
020624	0	25	0.245	-0.000726	7.3
020701	0	25	0.245	-0.000726	7.3
020702	0	25	0.245	-0.000726	7.3
020703	0	25	0.245	-0.000726	7.3
020704	0	25	0.245	-0.000726	7.3
020705	0	25	0.245	-0.000726	7.3
020706	0	25	0.245	-0.000726	7.3
020707	0	25	0.245	-0.000726	7.3
020708	0	25	0.245	-0.000726	7.3
020709	0	25	0.245	-0.000726	7.3
020710	0	25	0.245	-0.000726	7.3
020711	0	25	0.245	-0.000726	7.3
020712	0	25	0.245	-0.000726	7.3
020713	0	25	0.245	-0.000726	7.3
020714	0	25	0.245	-0.000726	7.3
020715	0	25	0.245	-0.000726	7.3
020716	0	25	0.245	-0.000726	7.3
020717	0	25	0.245	-0.000726	7.3
020718	0	25	0.245	-0.000726	7.3
020719	0	25	0.245	-0.000726	7.3
020720	0	25	0.245	-0.000726	7.3
020721	0	25	0.245	-0.000726	7.3
020722	0	25	0.245	-0.000726	7.3
020723	0	25	0.245	-0.000726	7.3
020724	0	25	0.245	-0.000726	7.3
020801	0	25	0.245	-0.000726	7.3
020802	0	25	0.245	-0.000726	7.3
020803	0	25	0.245	-0.000726	7.3
020804	0	25	0.245	-0.000726	7.3
020805	0	25	0.245	-0.000726	7.3
020806	0	25	0.245	-0.000726	7.3
020807	0	25	0.245	-0.000726	7.3
020808	0	25	0.245	-0.000726	7.3
020809	0	25	0.245	-0.000726	7.3
020810	0	25	0.245	-0.000726	7.3
020811	0	25	0.245	-0.000726	7.3
020812	0	25	0.245	-0.000726	7.3
020813	0	25	0.245	-0.000726	7.3
020814	0	25	0.245	-0.000726	7.3
020815	0	25	0.245	-0.000726	7.3
020816	0	25	0.245	-0.000726	7.3
020817	0	25	0.245	-0.000726	7.3
020818	0	25	0.245	-0.000726	7.3
020819	0	25	0.245	-0.000726	7.3
020820	0	25	0.245	-0.000726	7.3
020821	0	25	0.245	-0.000726	7.3
020822	0	25	0.245	-0.000726	7.3
020823	0	25	0.245	-0.000726	7.3
020824	0	25	0.245	-0.000726	7.3
020901	0	25	0.245	-0.000726	7.3
020902	0	25	0.245	-0.000726	7.3
020903	0	25	0.245	-0.000726	7.3
020904	0	25	0.245	-0.000726	7.3
020905	0	25	0.245	-0.000726	7.3
020906	0	25	0.245	-0.000726	7.3
020907	0	25	0.245	-0.000726	7.3
020908	0	25	0.245	-0.000726	7.3
020909	0	25	0.245	-0.000726	7.3
020910	0	25	0.245	-0.000726	7.3
020911	0	25	0.245	-0.000726	7.3
020912	0	25	0.245	-0.000726	7.3
020913	0	25	0.245	-0.000726	7.3
020914	0	25	0.245	-0.000726	7.3
020915	0	25	0.245	-0.000726	7.3
020916	0	25	0.245	-0.000726	7.3
020917	0	25	0.245	-0.000726	7.3
020918	0	25	0.245	-0.000726	7.3
020919	0	25	0.245	-0.000726	7.3
020920	0	25	0.245	-0.000726	7.3
020921	0	25	0.245	-0.000726	7.3
020922	0	25	0.245	-0.000726	7.3
020923	0	25	0.245	-0.000726	7.3
020924	0	25	0.245	-0.000726	7.3
021001	0	25	0.245	-0.000726	7.3
021002	0	25	0.245	-0.000726	7.3
021003	0	25	0.245	-0.000726	7.3
021004	0	25	0.245	-0.000726	7.3
021005	0	25	0.245	-0.000726	7.3
021006	0	25	0.245	-0.000726	7.3
021007	0	25	0.245	-0.000726	7.3
021008	0	25	0.245	-0.000726	7.3
021009	0	25	0.245	-0.000726	7.3
021010	0	25	0.245	-0.000726	7.3
021011	0	25	0.245	-0.000726	7.3
021012	0	25	0.245	-0.000726	7.3
021013	0	25	0.245	-0.000726	7.3
021014	0	25	0.245	-0.000726	7.3
021015	0	25	0.245	-0.000726	7.3
021016	0	25	0.245	-0.000726	7.3
021017	0	25	0.245	-0.000726	7.3
021018	0	25	0.245	-0.000726	7.3
021019	0	25	0.245	-0.000726	7.3
021020	0	25	0.245	-0.000726	7.3
021021	0	25	0.245	-0.000726	7.3
021022	0	25	0.245	-0.000726	7.3
021023	0	25	0.245	-0.000726	7.3
021024	0	25	0.245	-0.000726	7.3
021101	0	25	0.245	-0.000726	7.3
021102	0	25	0.245	-0.000726	7.3
021103	0	25	0.245	-0.000726	7.3
021104	0	25	0.245	-0.000726	7.3
021105	0	25	0.245	-0.000726	7.3
021106	0	25	0.245	-0.000726	7.3
021107	0	25	0.245	-0.000726	7.3
021108	0	25	0.245	-0.000726	7.3
021109	0	25	0.245	-0.000726	7.3
021110	0	25	0.245	-0.000726	7.3
021111	0	25	0.245	-0.000726	7.3
021112	0	25	0.245	-0.000726	7.3
021113	0	25	0.245	-0.000726	7.3
021114	0	25	0.245	-0.000726	7.3
021115	0	25	0.245	-0.000726	7.3
021116	0	25	0.245	-0.000726	7.3
021117	0	25	0.245	-0.000726	7.3
021118	0	25	0.245	-0.000726	7.3
021119	0	25	0.245	-0.000726	7.3
021120	0	25	0.245	-0.000726	7.3
021121	0	25	0.245	-0.000726	7.3
021122	0	25	0.245	-0.000726	7.3
021123	0	25	0.245	-0.000726	7.3
021124	0	25	0.245	-0.000726	7.3
021201	0	25	0.245	-0.000726	7.3
021202	0	25	0.245	-0.000726	7.3
021203	0	25	0.245	-0.000726	7.3
021204	0	25	0.245	-0.000726	7.3
021205	0	25	0.245	-0.000726	7.3
021206	0	25	0.245	-0.000726	7.3
021207	0	25	0.245	-0.000726	7.3
021208	0	25	0.245	-0.000726	7.3
021209	0	25	0.245	-0.000726	7.3
021210	0	25	0.245	-0.000726	7.3
021211	0	25	0.245	-0.000726	7.3
021212	0	25	0.245	-0.000726	7.3
021213	0	25	0.245	-0.000726	7.3
021214	0	25	0.245	-0.000726	7.3
021215	0	25	0.245	-0.000726	7.3
021216	0	25	0.245	-0.000726	7.3
021217	0	25	0.245	-0.000726	7.3
021218	0	25	0.245	-0.000726	7.3
021219	0	25	0.245	-0.000726	7.3
021220	0	25	0.245	-0.000726	7.3
021221	0	25	0.245	-0.000726	7.3
021222	0	25	0.245	-0.000726	7.3
021223	0	25	0.245	-0.000726	7.3
021224	0	25	0.245	-0.000726	7.3
021301	0	25	0.245	-0.000726	7.3
021302	0	25	0.245	-0.000726	7.3
021303	0	25	0.245	-0.000726	7.3
021304	0	25	0.245	-0.000726	7.3
021305	0	25	0.245	-0.000726	7.3
021306	0	25	0.245	-0.000726	7.3
021307	0	25	0.245	-0.000726	7.3
021308	0	25	0.245	-0.000726	7.3
021309	0	25	0.245	-0.000726	7.3
021310	0	25	0.245	-0.000726	7.3
021311	0	25	0.245	-0.000726	7.3
021312	0	25	0.245	-0.000726	7.3
021313	0	25	0.245	-0.000726	7.3
021314	0	25	0.245	-0.000726	7.3
021315	0	25	0.245	-0.000726	7.3
021316	0	25	0.245	-0.000726	7.3
021317	0	25	0.245	-0.000726	7.3
021318	0	25	0.245	-0.000726	7.3
021319	0	25	0.245	-0.000726	7.3
021320	0	25	0.245	-0.000726	7.3
021321	0	25	0.245	-0.000726	7.3
021322	0	25	0.245	-0.000726	7.3
021323	0	25	0.245	-0.000726	7.3
021324	0	25	0.245	-0.000726	7.3
021401	0	25	0.245	-0.000726	7.3
021402	0	25	0.245	-0.000726	7.3
021403	0	25	0.245	-0.000726	7.3
021404	0	25	0.245	-0.000726	7.3
021405	0	25	0.245	-0.000726	7.3
021406	0	25	0.245	-0.000726	7.3
021407	0	25	0.245	-0.000726	7.3
021408	0	25	0.245	-0.000726	7.3
021409	0	25	0.245	-0.000726	7.3
021410	0	25	0.245	-0.000726	7.3
021411	0	25	0.245	-0.000726	7.3
021412	0	25	0.245	-0.000726	7.3
021413	0	25	0.245	-0.000726	7.3
021414	0	25	0.245	-0.000726	7.3
021415	0	25	0.245	-0.000726	7.3
021416	0	25	0.245	-0.000726	7.3
021417	0	25	0.245	-0.000726	7.3
021418	0	25	0.245	-0.000726	7.3
021419	0	25	0.245	-0.000726	7.3
021420	0	25	0.245	-0.000726	7.3
021421	0	25	0.245	-0.000726	7.3
021422	0	25	0.245	-0.000726	7.3
021423	0	25	0.245	-0.000726	7.3
021424	0	25	0.245	-0.000726	7.3
021501	0	25	0.245	-0.000726	7.3
021502	0	25	0.245	-0.000726	7.3
021503	0	25	0.245	-0.000726	7.3
021504	0	25	0.245	-0.000726	7.3
021505	0	25	0.245	-0.000726	7.3
021506	0	25	0.245	-0.000726	7.3
021507	0	25	0.245	-0.000726	7.3
021508	0	25	0.245	-0.000726	7.3
021509	0	25	0.245	-0.000726	7.3
021510	0	25	0.245	-0.000726	7.3
021511	0	25	0.245	-0.000726	7.3
021512	0	25	0.245	-0.000726	7.3
021513	0	25	0.245	-0.000726	7.3
021514	0	25	0.245	-0.000726	7.3
021515	0	25	0.245	-0.000726	7.3
021516	0	25	0.245	-0.000726	7.3
021517	0	25	0.245	-0.000726	7.3
021518	0	25	0.245	-0.000726	7.3
021519	0	25	0.245	-0.000726	7.3
021520	0	25	0.245	-0.000726	7.3
021521	0	25	0.245	-0.000726	7.3
021522	0	25	0.245	-0.000726	7.3
021523	0	25	0.245	-0.000726	7.3
021524	0	25	0.245	-0.000726	7.3
021601	0	25	0.245	-0.000726	7.3
021602	0	25	0.245	-0.000726	7.3
021603	0	25	0.245	-0.000726	7.3
021604	0	25	0.245	-0.000726	7.3
021605	0	25	0.245	-0.000726	7.3
021606	0	25	0.245	-0.000726	7.3
021607	0	25	0.245	-0.000726	7.3
021608	0	25	0.245	-0.000726	7.3
021609	0	25	0.245	-0.000726	7.3
021610	0	25	0.245	-0.000726	7.3
021611	0	25	0.245	-0.000726	7.3
021612	0	25	0.245	-0.000726	7.3
021613	0	25	0.245	-0.000726	7.3
021614	0	25	0.245	-0.000726	7.3
021615	0	25	0.245	-0.000726	7.3
021616	0	25	0.245	-0.000726	7.3
021617	0	25	0.245	-0.000726	7.3
021618	0	25	0.245	-0.000726	7.3
021619	0	25	0.245	-0.000726	7.3
021620	0	25	0.245	-0.000726	7.3
021621	0	25	0.245	-0.000726	7.3
021622	0	25	0.245	-0.000726	7.3
021623	0	25	0.245	-0.000726	7.3
021624	0	25	0.245	-0.000726	7.3
021701	0	25	0.245	-0.000726	7.3
021702	0	25	0.245	-0.000726	7.3
021703	0	25	0.245	-0.000726	7.3
021704	0	25	0.245	-0.000726	7.3
021705	0	25	0.245	-0.000726	7.3
021706	0	25	0.245	-0.000726	7.3
021707	0	25	0.245	-0.000726	7.3
021708	0	25	0.245	-0.000726	7.3
021709	0	25	0.245	-0.000726	7.3
021710	0	25	0.245	-0.000726	7.3
021711	0	25	0.245	-0.000726	7.3
021712	0	25	0.245	-0.000726	7.3
021713	0	25	0.245	-0.000726	7.3
021714	0	25	0.245	-0.000726	7.3
021715	0	25	0.245	-0.000726	7.3
021716	0	25	0.245	-0.000726	7.3
021717	0	25	0.245	-0.000726	7.3
021718	0	25	0.245	-0.000726	7.3
021719	0	25	0.245	-0.000726	7.3
021720	0	25	0.245	-0.000726	7.3
021721	0	25	0.245	-0.000726	7.3
021722	0	25	0.245	-0.000726	7.3
021723	0	25	0.245	-0.000726	7.3
021724	0	25	0.245	-0.000726	7.3
021801	0	25	0.245	-0.000726	7.3
021802	0	25	0.245	-0.000726	7.3
021803	0	25	0.245	-0.000726	7.3
021804	0	25	0.245	-0.000726	7.3
021805	0	25	0.245	-0.000726	7.3
021806	0	25	0.245	-0.000726	7.3
021807	0	25	0.245	-0.000726	7.3
021808	0	25	0.245	-0.000726	7.3
021809	0	25	0.245	-0.000726	7.3
021810	0	25	0.245	-0.000726	7.3
021811	0	25	0.245	-0.000726	7.3
021812	0	25	0.245	-0.000726	7.3
021813	0	25	0.245	-0.000726	7.3
021814	0	25	0.245	-0.000726	7.3
021815	0	25	0.245	-0.000726	7.3
021816	0	25	0.245	-0.000726	7.3
021817	0	25	0.245	-0.000726	7.3
021818	0	25	0.245	-0.000726	7.3
021819	0	25	0.245	-0.000726	7.3
021820	0	25	0.245	-0.000726	7.3
021821	0	25	0.245	-0.000726	7.3
021822	0	25	0.245	-0.000726	7.3
021823	0	25	0.245	-0.000726	7.3
021824	0	25	0.245	-0.000726	7.3
021901	0	25	0.245	-0.000726	7.3
021902	0	25	0.245	-0.000726	7.3
021903	0	25	0.245	-0.000726	7.3
021904	0	25	0.245	-0.000726	7.3
021905	0	25	0.245	-0.000726	7.3
021906	0	25	0.245	-0.000726	7.3
021907	0	25	0.245	-0.000726	7.3
021908	0	25	0.245	-0.000726	7.3
021909	0	25	0.245	-0.000726	7.3
021910	0	25	0.245	-0.000726	7.3
021911	0	25	0.245	-0.000726	7.3
021912	0	25	0.245	-0.000726	7.3
021913	0	25	0.245	-0.000726	7.3
021914	0	25	0.245	-0.000726	7.3
021915	0	25	0.245	-0.000726	7.3
021916	0	25	0.245	-0.000726	7.3
021917	0	25	0.245	-0.000726	7.3
021918	0	25	0.245	-0.000726	7.3
021919	0	25	0.245	-0.000726	7.3
021920	0	25	0.245	-0.000726	7.3
021921	0	25	0.245	-0.000726	7.3
021922	0	25	0.245	-0.000726	7.3
021923	0	25	0.245	-0.000726	7.3
021924	0	25	0.245	-0.000726	7.3
022001	0	25	0.245	-0.000726	7.3
022002	0	25	0.245	-0.000726	7.3
022003	0	25	0.245	-0.000726	7.3
022004	0	25	0.245	-0.000726	7.3
022005	0	25	0.245	-0.000726	7.3
022006	0	25	0.245	-0.000726	7.3
022007	0	25	0.245	-0.000726	7.3
022008	0	25	0.245	-0.000726	7.3
022009	0	25	0.245	-0.000726	7.3
022010	0	25	0.245	-0.000726	7.3
022011	0	25	0.245	-0.000726	7.3
022012	0	25	0.245	-0.000726	7.3
022013	0	25	0.245	-0.000726	7.3
022014	0	25	0.245	-0.000726	7.3
022015	0	25	0.245	-0.000726	7.3
022016	0	25	0.245	-0.000726	7.3
022017	0	25	0.245	-0.000726	7.3
022018	0	25	0.245	-0.000726	7.3
022019	0	25	0.245	-0.000726	7.3
022020	0	25	0.245	-0.000726	7.3
022021	0	25	0.245	-0.000726	7.3
022022	0	25	0.245	-0.000726	7.3
022023	0	25	0.245	-0.000726	7.3
022024	0	25	0.245	-0.000726	7.3
022101	0	25	0.245	-0.000726	7.3
022102	0	25	0.245	-0.000726	7.3
022103	0	25	0.245	-0.000726	7.3
022104	0	25	0.245	-0.000726	7.3
022105	0	25	0.245	-0.000726	7.3
022106	0	25	0.245	-0.000726	7.3
022107	0	25	0.245	-0.000726	7.3
022108	0	25	0.245	-0.000726	7.3
022109	0	25	0.245	-0.000726	7.3
022110	0	25	0.245	-0.000726	7.3
022111	0	25	0.245	-0.000726	7.3
022112	0	25	0.245	-0.000726	7.3
022113	0	25	0.245	-0.000726	7.3
022114	0	25	0.245	-0.000726	7.3
022115	0	25	0.245	-0.000726	7.3
022116	0	25	0.245	-0.000726	7.3
022117	0	25	0.245	-0.000726	7.3
022118	0	25	0.245	-0.000726	7.3
022119	0	25	0.245	-0.000726	7.3
022120	0	25	0.245	-0.000726	7.3
022121	0	25	0.245	-0.000726	7.3
022122	0	25	0.245	-0.000726	7.3
022123	0	25	0.245	-0.000726	7.3
022124	0	25	0.245	-0.000726	7.3
022201	0	25	0.245	-0.000726	7.3
022202	0	25	0.245	-0.000726	7.3
022203	0	25	0.245	-0.000726	7.3
022204	0	25	0.245	-0.000726	7.3
022205	0	25	0.245	-0.000726	7.3
022206	0	25	0.245	-0.000726	7.3
022207	0	25	0.245	-0.000726	7.3
022208	0	25	0.245	-0.000726	7.3
022209	0	25	0.245	-0.000726	7.3
022210	0	25	0.245	-0.000726	7.3
022211	0	25	0.245	-0.000726	7.3
022212	0	25	0.245	-0.000726	7.3
022213	0	25	0.245	-0.000726	7.3
022214	0	25	0.245	-0.000726	7.3
022215	0	25	0.245	-0.000726	7.3
022216	0	25	0.245	-0.000726	7.3
022217	0	25	0.245	-0.000726	7.3
022218	0	25	0.245	-0.000726	7.3
022219	0	25	0.245	-0.000726	7.3
022220	0	25	0.245	-0.000726	7.3
022221	0	25	0.245	-0.000726	7.3
022222	0	25	0.245	-0.000726	7.3
022223	0	25	0.245	-0.000726	7.3
022224	0	25	0.245	-0.000726	7.3
022301	0	25	0.245	-0.000726	7.3
022302	0	25	0.245	-0.000726	7.3
022303	0	25	0.245	-0.000726	7.3
022304	0	25	0.245	-0.000726	7.3
022305	0	25	0.245	-0.000726	7.3
022306	0	25	0.245	-0.000726	7.3
022307	0	25	0.245	-0.000726	7.3
022308	0	25	0.245	-0.000726	7.3
022309	0	25	0.245	-0.000726	7.3
022310	0	25	0.245	-0.000726	7.3
022311	0	25	0.245	-0.000726	7.3
022312	0	25	0.245	-0.000726	7.3
022313	0	25	0.245	-0.000726	7.3
022314	0	25	0.245	-0.000726	7.3
022315	0	25	0.245	-0.000726	7.3
022316	0	25	0.245	-0.000726	7.3
022317	0	25	0.245	-0.000726	7.3
022318	0	25	0.245	-0.000726	7.3
022319	0	25	0.245	-0.000726	7.3
022320	0	25	0.245	-0.000726	7.3
022321	0	25	0.245	-0.000726	7.3
022322	0	25	0.245	-0.000726	7.3
022323	0	25	0.245	-0.000726	7.3
022324	0	25	0.245	-0.000726	7.3
022401	0	25	0.245	-0.000726	7.3
022402	0	25	0.245	-0.000726	7.3
022403	0	25	0.245	-0.000726	7.3
022404	0	25	0.245	-0.000726	7.3
022405	0	25	0.245	-0.000726	7.3
022406	0	25	0.245	-0.000726	7.3
022407	0	25	0.245	-0.000726	7.3
022408	0	25	0.245	-0.000726	7.3
022409	0	25	0.245	-0.000726	7.3
022410	0	25	0.245	-0.000726	7.3
022411	0	25	0.245	-0.000726	7.3
022412	0	25	0.245	-0.000726	7.3
022413	0	25	0.245	-0.000726	7.3
022414	0	25	0.245	-0.000726	7.3
022415	0	25	0.245	-0.000726	7.3
022416	0	25	0.245	-0.000726	7.3
022417	0	25	0.245	-0.000726	7.3
022418	0	25	0.245	-0.000726	7.3
022419	0	25	0.245	-0.000726	7.3
022420	0	25	0.245	-0.000726	7.3
022421	0	25	0.245	-0.000726	7.3
022422	0	25	0.245	-0.000726	7.3
